url,versionsDB,versionsJSON,versions
http://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:PARKENGELTUNGOGD&srsName=EPSG:4326&outputFormat=csv,60,0,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12411-0007.csv,60,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12631-0001.csv,60,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12211-0904.csv,60,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12211-0104.csv,60,93,0
https://www-genesis.destatis.de/genesis/online?sequenz=tabelleDownload&selectionname=73311-0003&regionalschluessel=&format=csv,60,0,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12211-0101.csv,60,95,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12211-0008.csv,60,95,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12211-0901.csv,60,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/21331-0001.csv,59,95,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/22411-0001.csv,59,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12211-0204.csv,59,93,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/21321-0003.csv,59,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/21341-0002.csv,59,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/41141-0004.csv,59,93,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12521-0006.csv,59,95,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/22211-0002.csv,59,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/45214-0001.csv,59,95,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12511-0001.csv,59,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12211-0907.csv,59,94,0
