folder,cells,originalEntities,actualEntities,intersection,originalHeader,actualHeader,intersectionHeader,class
31,2640,141,141,141,1,1,1,schema
31,2640,141,139,21,1,1,1,schema
31,2640,141,138,25,1,1,1,schema
31,2640,141,138,21,1,1,1,schema
31,2640,141,139,25,1,1,1,schema
31,2640,141,139,28,1,1,1,schema
31,2640,141,139,20,1,1,1,schema
31,2640,141,140,17,1,1,1,schema
31,2640,141,141,22,1,1,1,schema
31,2640,141,140,23,1,1,1,schema
31,2640,141,140,16,1,1,1,schema
31,2640,141,138,15,1,1,1,schema
31,2640,141,139,17,1,1,1,schema
31,2640,141,138,13,1,1,1,schema
31,2640,141,139,10,1,1,1,schema
31,2640,141,140,11,1,1,1,schema
31,2640,141,139,13,1,1,1,schema
31,2640,141,137,13,1,1,1,schema
31,2640,141,140,12,1,1,1,schema
31,2640,141,142,11,1,1,1,schema
31,2640,141,142,9,1,1,1,schema
31,2640,141,142,10,1,1,1,schema
31,2640,141,140,8,1,1,1,schema
31,2640,141,139,9,1,1,1,schema
31,2640,141,140,9,1,1,1,schema
31,2640,141,138,7,1,1,1,schema
31,2640,141,142,8,1,1,1,schema
31,2640,141,142,7,1,1,1,schema
31,2640,141,139,9,1,1,1,schema
31,2640,141,140,7,1,1,1,schema
31,2640,141,139,7,1,1,1,schema
31,2640,141,139,6,1,1,1,schema
31,2640,141,141,7,1,1,1,schema
31,2640,141,139,6,1,1,1,schema
31,2640,141,139,5,1,1,1,schema
31,2640,141,140,6,1,1,1,schema
31,2640,141,141,6,1,1,1,schema
31,2640,141,138,9,1,1,1,schema
31,2640,141,138,7,1,1,1,schema
31,2640,141,139,6,1,1,1,schema
31,2640,141,149,6,1,1,1,schema
31,2640,141,147,5,1,1,1,schema
31,2640,141,146,6,1,1,1,schema
31,2640,141,144,5,1,1,1,schema
31,2640,141,145,6,1,1,1,schema
31,2640,141,145,4,1,1,1,schema
31,2640,141,143,3,1,1,1,schema
31,2640,141,142,3,1,1,1,schema
31,2640,141,143,4,1,1,1,schema
31,2640,141,142,3,1,1,1,schema
31,2640,141,143,3,1,1,1,schema
31,2640,141,147,3,1,1,1,schema
31,2640,141,146,3,1,1,1,schema
31,2640,141,144,3,1,1,1,schema
31,2640,141,144,3,1,1,1,schema
31,2640,141,145,4,1,1,1,schema
31,2640,141,145,4,1,1,1,schema
31,2640,141,147,3,1,1,1,schema
31,2640,141,147,3,1,1,1,schema
31,2640,141,144,3,1,1,1,schema
31,2640,141,145,2,1,1,1,schema
31,2640,141,146,1,1,1,1,schema
31,2640,141,145,1,1,1,1,schema
31,2640,141,146,2,1,1,1,schema
31,2640,141,146,1,1,1,1,schema
31,2640,141,143,2,1,1,1,schema
31,2640,141,144,3,1,1,1,schema
31,2640,141,148,6,1,1,1,schema
31,2640,141,145,5,1,1,1,schema
31,2640,141,145,5,1,1,1,schema
31,2640,141,145,4,1,1,1,schema
31,2640,141,145,4,1,1,1,schema
31,2640,141,146,4,1,1,1,schema
31,2640,141,145,4,1,1,1,schema
31,2640,141,145,5,1,1,1,schema
31,2640,141,144,5,1,1,1,schema
31,2640,141,145,4,1,1,1,schema
31,2640,141,148,3,1,1,1,schema
31,2640,141,147,3,1,1,1,schema
31,2640,141,146,4,1,1,1,schema
31,2640,141,145,4,1,1,1,schema
31,2640,141,144,4,1,1,1,schema
31,2640,141,145,3,1,1,1,schema
31,2640,141,145,5,1,1,1,schema
31,2640,141,145,4,1,1,1,schema
31,2640,141,146,3,1,1,0,schema
31,2640,141,147,4,1,1,0,schema
31,2640,141,145,3,1,1,0,schema
31,2640,141,145,3,1,1,0,schema
31,2640,141,145,3,1,1,0,schema
31,2640,141,145,3,1,1,0,schema
31,2640,141,145,3,1,1,0,schema
74,216,48,48,48,2,2,2,irregular
74,216,48,61,33,2,2,2,irregular
74,216,48,57,31,2,2,2,irregular
74,216,48,57,31,2,2,2,irregular
74,216,48,57,31,2,2,2,irregular
74,216,48,57,31,2,2,2,irregular
74,216,48,57,31,2,2,2,irregular
74,216,48,66,33,2,2,2,irregular
74,216,48,63,31,2,2,2,irregular
74,216,48,63,4,2,2,2,irregular
74,216,48,63,31,2,2,2,irregular
74,216,48,63,31,2,2,2,irregular
74,216,48,63,31,2,2,2,irregular
74,216,48,65,33,2,2,2,irregular
74,216,48,64,25,2,2,2,irregular
74,216,48,63,31,2,2,2,irregular
74,216,48,63,31,2,2,2,irregular
74,216,48,63,31,2,2,2,irregular
74,216,48,65,33,2,2,2,irregular
74,216,48,65,5,2,2,2,irregular
74,216,48,63,9,2,2,2,irregular
74,216,48,64,5,2,2,2,irregular
74,216,48,64,9,2,2,2,irregular
74,216,48,67,4,2,2,2,irregular
74,216,48,64,5,2,2,2,irregular
74,216,48,65,20,2,2,2,irregular
74,216,48,64,13,2,2,2,irregular
74,216,48,64,9,2,2,2,irregular
74,216,48,63,5,2,2,2,irregular
74,216,48,64,31,2,2,2,irregular
74,216,48,64,9,2,2,2,irregular
74,216,48,64,9,2,2,2,irregular
74,216,48,64,31,2,2,2,irregular
74,216,48,64,18,2,2,2,irregular
74,216,48,64,31,2,2,2,irregular
74,216,48,74,5,2,2,2,irregular
74,216,48,72,20,2,2,2,irregular
74,216,48,72,31,2,2,2,irregular
74,216,48,72,25,2,2,2,irregular
74,216,48,72,16,2,2,2,irregular
74,216,48,76,34,2,2,2,irregular
74,216,48,70,31,2,2,2,irregular
74,216,48,71,3,2,2,2,irregular
74,216,48,70,5,2,2,2,irregular
74,216,48,70,4,2,2,2,irregular
74,216,48,71,4,2,2,2,irregular
74,216,48,69,4,2,2,2,irregular
74,216,48,69,4,2,2,2,irregular
74,216,48,70,5,2,2,2,irregular
74,216,48,71,33,2,2,2,irregular
74,216,48,70,4,2,2,2,irregular
74,216,48,69,31,2,2,2,irregular
74,216,48,75,31,2,2,2,irregular
74,216,48,66,1,2,0,0,irregular
74,216,48,67,20,2,2,2,irregular
74,216,48,66,16,2,2,2,irregular
74,216,48,68,18,2,2,2,irregular
74,216,48,66,5,2,2,2,irregular
74,216,48,69,3,2,2,2,irregular
74,216,48,68,29,2,2,2,irregular
74,216,48,66,3,2,2,2,irregular
74,216,48,66,3,2,2,2,irregular
74,216,48,66,3,2,2,2,irregular
74,216,48,67,3,2,2,2,irregular
74,216,48,64,16,2,2,2,irregular
74,216,48,66,6,2,2,2,irregular
98,33444,581,581,581,7,7,7,irregular
98,33444,581,581,581,7,7,7,irregular
98,33444,581,581,581,7,7,7,irregular
98,33444,581,581,581,7,7,7,irregular
98,33444,581,581,581,7,7,7,irregular
98,33444,581,581,581,7,7,7,irregular
98,33444,581,581,581,7,7,7,irregular
98,33444,581,581,581,7,7,7,irregular
98,33444,581,581,581,7,7,7,irregular
98,33444,581,581,581,7,7,7,irregular
98,33444,581,581,581,7,7,7,irregular
98,33444,581,581,581,7,7,7,irregular
98,33444,581,581,581,7,7,7,irregular
98,33444,581,581,581,7,7,7,irregular
98,33444,581,581,581,7,7,7,irregular
98,33444,581,581,581,7,7,7,irregular
98,33444,581,581,581,7,7,7,irregular
98,33444,581,581,581,7,7,7,irregular
98,33444,581,581,581,7,7,7,irregular
98,33444,581,574,574,7,7,7,irregular
98,33444,581,574,574,7,7,7,irregular
98,33444,581,574,574,7,7,7,irregular
98,33444,581,574,574,7,7,7,irregular
98,33444,581,574,574,7,7,7,irregular
98,33444,581,574,574,7,7,7,irregular
98,33444,581,577,292,7,7,7,irregular
98,33444,581,577,292,7,7,7,irregular
98,33444,581,577,292,7,7,7,irregular
98,33444,581,577,292,7,7,7,irregular
98,33444,581,524,14,7,8,7,irregular
98,33444,581,515,14,7,8,7,irregular
98,33444,581,515,14,7,8,7,irregular
98,33444,581,515,14,7,8,7,irregular
98,33444,581,518,17,7,8,7,irregular
98,33444,581,518,14,7,8,7,irregular
98,33444,581,518,14,7,8,7,irregular
98,33444,581,518,14,7,8,7,irregular
98,33444,581,521,17,7,8,7,irregular
98,33444,581,521,17,7,8,7,irregular
98,33444,581,521,17,7,8,7,irregular
98,33444,581,521,17,7,8,7,irregular
98,33444,581,521,17,7,8,7,irregular
98,33444,581,521,14,7,8,7,irregular
98,33444,581,517,15,7,8,7,irregular
98,33444,581,517,15,7,8,7,irregular
98,33444,581,517,14,7,8,7,irregular
98,33444,581,520,14,7,8,7,irregular
98,33444,581,520,14,7,8,7,irregular
98,33444,581,522,11,7,8,7,irregular
98,33444,581,522,11,7,8,7,irregular
98,33444,581,522,11,7,8,7,irregular
98,33444,581,522,15,7,8,7,irregular
98,33444,581,522,21,7,8,7,irregular
98,33444,581,522,21,7,8,7,irregular
98,33444,581,521,15,7,8,7,irregular
98,33444,581,521,15,7,8,7,irregular
516,3454,58,58,58,13,13,13,schema
516,3454,58,58,58,13,13,13,schema
516,3454,58,58,58,13,13,13,schema
516,3454,58,58,58,13,13,13,schema
516,3454,58,58,58,13,13,13,schema
516,3454,58,58,58,13,13,13,schema
516,3454,58,58,58,13,13,13,schema
516,3454,58,58,58,13,13,13,schema
516,3454,58,58,58,13,13,13,schema
516,3454,58,58,58,13,13,13,schema
516,3454,58,58,58,13,13,13,schema
516,3454,58,58,58,13,13,13,schema
516,3454,58,58,58,13,13,13,schema
516,3454,58,58,58,13,13,13,schema
516,3454,58,58,58,13,13,13,schema
516,3454,58,58,58,13,13,13,schema
516,3454,58,58,58,13,13,13,schema
516,3454,58,58,58,13,13,13,schema
516,3454,58,58,58,13,13,13,schema
516,3454,58,58,58,13,13,13,schema
516,3454,58,0,0,13,13,13,schema
516,3454,58,0,0,13,13,13,schema
516,3454,58,0,0,13,13,13,schema
516,3454,58,0,0,13,13,13,schema
516,3454,58,0,0,13,13,13,schema
516,3454,58,0,0,13,13,13,schema
516,3454,58,0,0,13,13,13,schema
516,3454,58,0,0,13,13,13,schema
516,3454,58,0,0,13,13,13,schema
516,3454,58,0,0,13,13,13,schema
516,3454,58,0,0,13,13,13,schema
516,3454,58,0,0,13,13,13,schema
516,3454,58,0,0,13,13,13,schema
516,3454,58,0,0,13,13,13,schema
516,3454,58,0,0,13,13,13,schema
516,3454,58,0,0,13,13,13,schema
516,3454,58,0,0,13,13,13,schema
516,3454,58,0,0,13,13,13,schema
516,3454,58,0,0,13,13,13,schema
516,3454,58,0,0,13,13,13,schema
516,3454,58,0,0,13,13,13,schema
516,3454,58,0,0,13,13,13,schema
519,832,827,827,827,3,3,3,schema
519,832,827,850,48,3,3,3,schema
519,832,827,848,16,3,3,3,schema
519,832,827,809,318,3,3,3,schema
519,832,827,809,318,3,3,3,schema
519,832,827,835,39,3,3,3,schema
519,832,827,806,31,3,3,3,schema
519,832,827,855,67,3,3,3,schema
519,832,827,841,20,3,3,3,schema
519,832,827,838,32,3,3,3,schema
519,832,827,835,46,3,3,3,schema
519,832,827,834,17,3,3,3,schema
519,832,827,813,41,3,3,3,schema
519,832,827,819,85,3,3,3,schema
519,832,827,811,22,3,3,3,schema
519,832,827,811,49,3,3,3,schema
519,832,827,813,41,3,3,3,schema
519,832,827,818,18,3,3,3,schema
519,832,827,836,21,3,3,3,schema
519,832,827,826,53,3,3,3,schema
519,832,827,794,21,3,3,3,schema
519,832,827,818,20,3,3,3,schema
519,832,827,821,40,3,3,3,schema
519,832,827,831,38,3,3,3,schema
519,832,827,830,46,3,3,3,schema
519,832,827,854,30,3,3,3,schema
519,832,827,835,21,3,3,3,schema
519,832,827,837,28,3,3,3,schema
519,832,827,823,20,3,3,3,schema
519,832,827,826,41,3,3,3,schema
519,832,827,794,30,3,3,3,schema
519,832,827,811,20,3,3,3,schema
519,832,827,818,22,3,3,3,schema
519,832,827,849,20,3,3,3,schema
519,832,827,813,5,3,3,3,schema
519,832,827,812,12,3,3,3,schema
519,832,827,842,52,3,3,3,schema
519,832,827,815,12,3,3,3,schema
519,832,827,817,58,3,3,3,schema
519,832,827,824,10,3,3,3,schema
519,832,827,791,37,3,3,3,schema
519,832,827,820,10,3,3,3,schema
519,832,827,817,40,3,3,3,schema
519,832,827,831,30,3,3,3,schema
595,520,383,383,383,3,3,3,irregular
595,520,383,529,4,3,3,3,irregular
595,520,383,529,1,3,3,3,irregular
595,520,383,615,6,3,3,3,irregular
595,520,383,608,10,3,3,3,irregular
595,520,383,615,1,3,3,3,irregular
595,520,383,614,2,3,3,3,irregular
595,520,383,590,4,3,3,3,irregular
595,520,383,622,3,3,3,3,irregular
595,520,383,617,6,3,3,3,irregular
595,520,383,628,4,3,3,3,irregular
595,520,383,637,5,3,3,3,irregular
595,520,383,613,4,3,3,3,irregular
595,520,383,648,0,3,3,3,irregular
595,520,383,614,8,3,3,3,irregular
595,520,383,612,3,3,3,3,irregular
595,520,383,612,3,3,3,3,irregular
595,520,383,611,8,3,3,3,irregular
595,520,383,613,6,3,3,3,irregular
595,520,383,614,1,3,3,3,irregular
595,520,383,643,3,3,3,3,irregular
595,520,383,609,4,3,3,3,irregular
595,520,383,618,5,3,3,3,irregular
595,520,383,608,4,3,3,3,irregular
595,520,383,604,5,3,3,3,irregular
595,520,383,625,0,3,3,3,irregular
595,520,383,626,3,3,3,3,irregular
595,520,383,635,8,3,3,3,irregular
595,520,383,605,12,3,3,3,irregular
595,520,383,608,3,3,3,3,irregular
595,520,383,611,1,3,3,3,irregular
595,520,383,650,6,3,3,3,irregular
595,520,383,604,7,3,3,3,irregular
595,520,383,638,4,3,3,3,irregular
595,520,383,607,17,3,3,3,irregular
595,520,383,621,2,3,3,3,irregular
595,520,383,621,3,3,3,3,irregular
595,520,383,621,5,3,3,3,irregular
595,520,383,609,2,3,3,3,irregular
595,520,383,633,12,3,3,3,irregular
595,520,383,611,3,3,3,3,irregular
595,520,383,652,5,3,3,3,irregular
595,520,383,612,9,3,3,3,irregular
595,520,383,507,8,3,4,1,irregular
600,405,186,186,186,20,20,20,schema
600,405,186,178,149,20,20,20,schema
600,405,186,172,143,20,20,20,schema
600,405,186,172,144,20,20,20,schema
600,405,186,178,147,20,20,20,schema
600,405,186,172,141,20,20,20,schema
600,405,186,178,148,20,20,20,schema
600,405,186,172,143,20,20,20,schema
600,405,186,162,135,20,20,20,schema
600,405,186,162,132,20,20,20,schema
600,405,186,167,139,20,20,20,schema
600,405,186,162,135,20,20,20,schema
600,405,186,166,134,20,20,20,schema
600,405,186,166,135,20,20,20,schema
600,405,186,162,134,20,20,20,schema
600,405,186,167,140,20,20,20,schema
600,405,186,167,138,20,20,20,schema
600,405,186,166,138,20,20,20,schema
600,405,186,162,135,20,20,20,schema
600,405,186,167,141,20,20,20,schema
600,405,186,162,135,20,20,20,schema
600,405,186,166,136,20,20,20,schema
600,405,186,162,134,20,20,20,schema
600,405,186,166,125,20,20,20,schema
600,405,186,167,139,20,20,20,schema
600,405,186,166,135,20,20,20,schema
600,405,186,167,138,20,20,20,schema
600,405,186,166,131,20,20,20,schema
600,405,186,167,137,20,20,20,schema
600,405,186,166,137,20,20,20,schema
600,405,186,162,137,20,20,20,schema
600,405,186,161,129,20,20,20,schema
600,405,186,162,136,20,20,20,schema
600,405,186,166,129,20,20,20,schema
600,405,186,162,135,20,20,20,schema
600,405,186,167,140,20,20,20,schema
600,405,186,162,135,20,20,20,schema
600,405,186,178,149,20,20,20,schema
600,405,186,172,143,20,20,20,schema
600,405,186,177,145,20,20,20,schema
600,405,186,172,145,20,20,20,schema
600,405,186,179,127,20,20,20,schema
600,405,186,172,144,20,20,20,schema
600,405,186,177,146,20,20,20,schema
600,405,186,172,143,20,20,20,schema
600,405,186,171,138,20,20,20,schema
600,405,186,172,141,20,20,20,schema
600,405,186,178,147,20,20,20,schema
600,405,186,172,142,20,20,20,schema
600,405,186,178,144,20,20,20,schema
600,405,186,172,143,20,20,20,schema
650,8136,615,615,615,7,7,7,irregular
650,8136,615,613,242,7,7,7,irregular
650,8136,615,613,242,7,7,7,irregular
650,8136,615,613,242,7,7,7,irregular
650,8136,615,613,242,7,7,7,irregular
650,8136,615,613,242,7,7,7,irregular
650,8136,615,614,242,7,7,7,irregular
650,8136,615,614,242,7,7,7,irregular
650,8136,615,614,247,7,7,7,irregular
650,8136,615,616,210,7,7,7,irregular
650,8136,615,616,210,7,7,7,irregular
650,8136,615,616,210,7,7,7,irregular
650,8136,615,620,210,7,7,7,irregular
650,8136,615,620,211,7,7,7,irregular
650,8136,615,620,211,7,7,7,irregular
650,8136,615,619,211,7,7,7,irregular
650,8136,615,543,190,7,7,7,irregular
650,8136,615,543,190,7,7,7,irregular
650,8136,615,543,190,7,7,7,irregular
650,8136,615,543,190,7,7,7,irregular
650,8136,615,543,190,7,7,7,irregular
650,8136,615,543,190,7,7,7,irregular
650,8136,615,543,190,7,7,7,irregular
650,8136,615,543,190,7,7,7,irregular
650,8136,615,543,190,7,7,7,irregular
650,8136,615,613,212,7,7,7,irregular
650,8136,615,613,212,7,7,7,irregular
650,8136,615,613,212,7,7,7,irregular
650,8136,615,613,212,7,7,7,irregular
650,8136,615,613,212,7,7,7,irregular
650,8136,615,613,212,7,7,7,irregular
650,8136,615,613,212,7,7,7,irregular
650,8136,615,613,212,7,7,7,irregular
650,8136,615,618,110,7,7,7,irregular
650,8136,615,520,31,7,8,7,irregular
650,8136,615,520,29,7,8,7,irregular
650,8136,615,520,29,7,8,7,irregular
650,8136,615,522,25,7,8,7,irregular
650,8136,615,522,25,7,8,7,irregular
650,8136,615,522,25,7,8,7,irregular
650,8136,615,522,25,7,8,7,irregular
650,8136,615,522,25,7,8,7,irregular
760,91,105,105,105,3,3,3,schema
760,91,105,177,0,3,3,3,schema
760,91,105,195,0,3,3,3,schema
760,91,105,213,41,3,3,3,schema
760,91,105,266,41,3,3,3,schema
760,91,105,484,4,3,3,3,schema
760,91,105,484,2,3,3,3,schema
760,91,105,499,2,3,3,3,schema
760,91,105,499,0,3,3,3,schema
760,91,105,499,0,3,3,3,schema
760,91,105,597,0,3,3,3,schema
760,91,105,675,0,3,3,3,schema
760,91,105,675,29,3,3,3,schema
760,91,105,675,2,3,3,3,schema
760,91,105,725,29,3,3,3,schema
760,91,105,732,27,3,3,3,schema
760,91,105,727,29,3,3,3,schema
760,91,105,774,2,3,3,3,schema
760,91,105,745,29,3,3,3,schema
760,91,105,740,0,3,3,3,schema
760,91,105,739,4,3,3,3,schema
760,91,105,743,0,3,3,3,schema
760,91,105,739,4,3,3,3,schema
760,91,105,738,0,3,3,3,schema
760,91,105,740,2,3,3,3,schema
760,91,105,739,0,3,3,3,schema
760,91,105,747,0,3,3,3,schema
760,91,105,741,0,3,3,3,schema
760,91,105,733,2,3,3,3,schema
760,91,105,739,2,3,3,3,schema
760,91,105,724,0,3,3,3,schema
760,91,105,740,1,3,3,3,schema
760,91,105,741,0,3,3,3,schema
760,91,105,725,6,3,3,3,schema
760,91,105,731,0,3,3,3,schema
760,91,105,735,0,3,3,3,schema
760,91,105,741,14,3,3,3,schema
760,91,105,736,2,3,3,3,schema
760,91,105,722,2,3,3,3,schema
760,91,105,744,2,3,3,3,schema
760,91,105,740,0,3,3,3,schema
760,91,105,752,0,3,3,3,schema
760,91,105,742,0,3,3,3,schema
804,8954,61,61,61,13,13,13,schema
804,8954,61,61,61,13,13,13,schema
804,8954,61,61,61,13,13,13,schema
804,8954,61,61,61,13,13,13,schema
804,8954,61,61,61,13,13,13,schema
804,8954,61,61,61,13,13,13,schema
804,8954,61,61,61,13,13,13,schema
804,8954,61,61,61,13,13,13,schema
804,8954,61,61,61,13,13,13,schema
804,8954,61,61,61,13,13,13,schema
804,8954,61,61,61,13,13,13,schema
804,8954,61,61,61,13,13,13,schema
804,8954,61,61,61,13,13,13,schema
804,8954,61,61,61,13,13,13,schema
804,8954,61,61,61,13,13,13,schema
804,8954,61,61,61,13,13,13,schema
804,8954,61,61,61,13,13,13,schema
804,8954,61,61,61,13,13,13,schema
804,8954,61,61,61,13,13,13,schema
804,8954,61,61,61,13,13,13,schema
804,8954,61,0,0,13,13,13,schema
804,8954,61,0,0,13,13,13,schema
804,8954,61,0,0,13,13,13,schema
804,8954,61,0,0,13,13,13,schema
804,8954,61,0,0,13,13,13,schema
804,8954,61,0,0,13,13,13,schema
804,8954,61,0,0,13,13,13,schema
804,8954,61,0,0,13,13,13,schema
804,8954,61,0,0,13,13,13,schema
804,8954,61,0,0,13,13,13,schema
804,8954,61,0,0,13,13,13,schema
804,8954,61,0,0,13,13,13,schema
804,8954,61,0,0,13,13,13,schema
804,8954,61,0,0,13,13,13,schema
804,8954,61,0,0,13,13,13,schema
804,8954,61,0,0,13,13,13,schema
804,8954,61,0,0,13,13,13,schema
804,8954,61,0,0,13,13,13,schema
804,8954,61,0,0,13,13,13,schema
804,8954,61,0,0,13,13,13,schema
804,8954,61,0,0,13,13,13,schema
976,130,91,91,91,3,3,3,schema
976,130,91,108,0,3,3,3,schema
976,130,91,108,2,3,3,3,schema
976,130,91,134,13,3,3,3,schema
976,130,91,336,11,3,3,3,schema
976,130,91,466,0,3,3,3,schema
976,130,91,518,2,3,3,3,schema
976,130,91,561,0,3,3,3,schema
976,130,91,588,0,3,3,3,schema
976,130,91,563,0,3,3,3,schema
976,130,91,570,0,3,3,3,schema
976,130,91,596,0,3,3,3,schema
976,130,91,561,0,3,3,3,schema
976,130,91,576,0,3,3,3,schema
976,130,91,580,0,3,3,3,schema
976,130,91,561,0,3,3,3,schema
976,130,91,562,0,3,3,3,schema
976,130,91,590,0,3,3,3,schema
976,130,91,578,0,3,3,3,schema
976,130,91,577,0,3,3,3,schema
976,130,91,560,0,3,3,3,schema
976,130,91,577,0,3,3,3,schema
976,130,91,561,0,3,3,3,schema
976,130,91,607,0,3,3,3,schema
976,130,91,594,0,3,3,3,schema
976,130,91,592,0,3,3,3,schema
976,130,91,588,1,3,3,3,schema
976,130,91,613,0,3,3,3,schema
976,130,91,612,3,3,3,3,schema
976,130,91,647,2,3,3,3,schema
976,130,91,693,0,3,3,3,schema
976,130,91,610,1,3,3,3,schema
976,130,91,597,0,3,3,3,schema
976,130,91,611,1,3,3,3,schema
976,130,91,580,0,3,3,3,schema
976,130,91,593,0,3,3,3,schema
976,130,91,614,0,3,3,3,schema
976,130,91,690,1,3,3,3,schema
976,130,91,703,0,3,3,3,schema
976,130,91,607,1,3,3,3,schema
976,130,91,600,0,3,3,3,schema
976,130,91,566,0,3,3,3,schema
2579,4230,334,334,334,7,7,7,irregular
2579,4230,334,335,158,7,7,7,irregular
2579,4230,334,335,158,7,7,7,irregular
2579,4230,334,335,158,7,7,7,irregular
2579,4230,334,335,158,7,7,7,irregular
2579,4230,334,334,156,7,7,7,irregular
2579,4230,334,334,156,7,7,7,irregular
2579,4230,334,326,156,7,7,7,irregular
2579,4230,334,326,156,7,7,7,irregular
2579,4230,334,326,156,7,7,7,irregular
2579,4230,334,326,156,7,7,7,irregular
2579,4230,334,326,150,7,7,7,irregular
2579,4230,334,326,150,7,7,7,irregular
2579,4230,334,276,21,7,8,7,irregular
2579,4230,334,276,21,7,8,7,irregular
2579,4230,334,276,21,7,8,7,irregular
2579,4230,334,276,18,7,8,7,irregular
2579,4230,334,276,18,7,8,7,irregular
2579,4230,334,276,12,7,8,7,irregular
2579,4230,334,276,13,7,8,7,irregular
2579,4230,334,276,13,7,8,7,irregular
2579,4230,334,275,18,7,8,7,irregular
2579,4230,334,275,18,7,8,7,irregular
2579,4230,334,275,18,7,8,7,irregular
2581,3600,551,551,551,7,7,7,irregular
2581,3600,551,551,551,7,7,7,irregular
2581,3600,551,554,329,7,7,7,irregular
2581,3600,551,554,329,7,7,7,irregular
2581,3600,551,554,329,7,7,7,irregular
2581,3600,551,553,329,7,7,7,irregular
2581,3600,551,553,329,7,7,7,irregular
2581,3600,551,553,329,7,7,7,irregular
2581,3600,551,553,329,7,7,7,irregular
2581,3600,551,553,329,7,7,7,irregular
2581,3600,551,553,329,7,7,7,irregular
2581,3600,551,553,329,7,7,7,irregular
2581,3600,551,489,9,7,8,7,irregular
2581,3600,551,489,9,7,8,7,irregular
2581,3600,551,489,9,7,8,7,irregular
2581,3600,551,493,11,7,8,7,irregular
2581,3600,551,493,6,7,8,7,irregular
2581,3600,551,493,6,7,8,7,irregular
2581,3600,551,493,6,7,8,7,irregular
2581,3600,551,493,6,7,8,7,irregular
2581,3600,551,493,7,7,8,7,irregular
2581,3600,551,493,7,7,8,7,irregular
2581,3600,551,493,12,7,8,7,irregular
2581,3600,551,493,12,7,8,7,irregular
2581,3600,551,493,12,7,8,7,irregular
2581,3600,551,493,12,7,8,7,irregular
2581,3600,551,493,12,7,8,7,irregular
2581,3600,551,493,12,7,8,7,irregular
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2604,6000,0,0,0,5,5,5,schema
2613,2340,622,622,622,9,9,9,irregular
2613,2340,622,618,38,9,9,9,irregular
2613,2340,622,617,8,9,9,9,irregular
2613,2340,622,685,9,9,9,9,irregular
2613,2340,622,630,12,9,9,9,irregular
2613,2340,622,621,16,9,9,9,irregular
2613,2340,622,618,21,9,9,9,irregular
2613,2340,622,663,17,9,9,9,irregular
2613,2340,622,647,13,9,9,9,irregular
2613,2340,622,606,29,9,9,9,irregular
2613,2340,622,620,16,9,9,9,irregular
2613,2340,622,663,17,9,9,9,irregular
2613,2340,622,708,11,9,9,9,irregular
2613,2340,622,614,12,9,9,9,irregular
2613,2340,622,617,15,9,9,9,irregular
2613,2340,622,581,21,9,9,9,irregular
2613,2340,622,650,14,9,9,9,irregular
2613,2340,622,632,21,9,9,9,irregular
2613,2340,622,683,6,9,9,9,irregular
2613,2340,622,649,22,9,9,9,irregular
2613,2340,622,659,7,9,9,9,irregular
2613,2340,622,655,17,9,9,9,irregular
2613,2340,622,669,16,9,9,9,irregular
2613,2340,622,643,13,9,9,9,irregular
2613,2340,622,631,16,9,9,9,irregular
2662,1368,572,572,572,23,23,23,schema
2662,1368,572,572,572,23,23,23,schema
2662,1368,572,572,572,23,23,23,schema
2662,1368,572,572,572,23,23,23,schema
2662,1368,572,572,572,23,23,23,schema
2662,1368,572,572,572,23,23,23,schema
2662,1368,572,575,572,23,23,23,schema
2662,1368,572,572,572,23,23,23,schema
2662,1368,572,572,572,23,23,23,schema
2662,1368,572,572,572,23,23,23,schema
2662,1368,572,574,148,23,23,23,schema
2662,1368,572,574,148,23,23,23,schema
2662,1368,572,574,148,23,23,23,schema
2662,1368,572,574,148,23,23,23,schema
2662,1368,572,574,148,23,23,23,schema
2662,1368,572,574,148,23,23,23,schema
2662,1368,572,574,148,23,23,23,schema
2662,1368,572,574,148,23,23,23,schema
2662,1368,572,574,148,23,23,23,schema
2662,1368,572,574,148,23,23,23,schema
2662,1368,572,574,148,23,23,23,schema
2662,1368,572,574,148,23,23,23,schema
2662,1368,572,574,148,23,23,23,schema
2662,1368,572,574,148,23,23,23,schema
