folder,cells,originalEntities,actualEntities,intersection,originalHeader,actualHeader,intersectionHeader,class
6006,456,0,0,0,0,0,0,irregular
6006,456,0,0,0,0,0,0,irregular
6006,456,0,260,0,0,0,0,irregular
6006,456,0,0,0,0,0,0,irregular
6006,456,0,260,0,0,0,0,irregular
6006,456,0,260,0,0,0,0,irregular
6006,456,0,0,0,0,0,0,irregular
6006,456,0,260,0,0,0,0,irregular
6006,456,0,0,0,0,0,0,irregular
6006,456,0,0,0,0,0,0,irregular
6006,456,0,0,0,0,0,0,irregular
6006,456,0,0,0,0,0,0,irregular
6006,456,0,0,0,0,0,0,irregular
6006,456,0,0,0,0,0,0,irregular
6006,456,0,0,0,0,0,0,irregular
6009,1349,0,0,0,0,0,0,irregular
6009,1349,0,260,0,0,0,0,irregular
6009,1349,0,0,0,0,0,0,irregular
6009,1349,0,0,0,0,0,0,irregular
6009,1349,0,0,0,0,0,0,irregular
6009,1349,0,0,0,0,0,0,irregular
6009,1349,0,0,0,0,0,0,irregular
6009,1349,0,0,0,0,0,0,irregular
6009,1349,0,0,0,0,0,0,irregular
6009,1349,0,0,0,0,0,0,irregular
6009,1349,0,0,0,0,0,0,irregular
6009,1349,0,0,0,0,0,0,irregular
6009,1349,0,260,0,0,0,0,irregular
6009,1349,0,260,0,0,0,0,irregular
6009,1349,0,0,0,0,0,0,irregular
6009,1349,0,0,0,0,0,0,irregular
6009,1349,0,0,0,0,0,0,irregular
6009,1349,0,260,0,0,0,0,irregular
6013,23,260,260,260,0,0,0,irregular
6013,23,260,260,260,0,0,0,irregular
6013,23,260,0,0,0,0,0,irregular
6013,23,260,260,260,0,0,0,irregular
6013,23,260,260,260,0,0,0,irregular
6013,23,260,0,0,0,0,0,irregular
6013,23,260,260,260,0,0,0,irregular
6013,23,260,0,0,0,0,0,irregular
6013,23,260,260,260,0,0,0,irregular
6013,23,260,0,0,0,0,0,irregular
6013,23,260,0,0,0,0,0,irregular
6013,23,260,0,0,0,0,0,irregular
6013,23,260,0,0,0,0,0,irregular
6013,23,260,0,0,0,0,0,irregular
6013,23,260,0,0,0,0,0,irregular
6013,23,260,0,0,0,0,0,irregular
6013,23,260,0,0,0,0,0,irregular
6013,23,260,0,0,0,0,0,irregular
6013,23,260,0,0,0,0,0,irregular
6013,23,260,0,0,0,0,0,irregular
6014,59,0,0,0,0,0,0,irregular
6014,59,0,260,0,0,0,0,irregular
6014,59,0,0,0,0,0,0,irregular
6014,59,0,0,0,0,0,0,irregular
6014,59,0,0,0,0,0,0,irregular
6014,59,0,0,0,0,0,0,irregular
6014,59,0,0,0,0,0,0,irregular
6014,59,0,0,0,0,0,0,irregular
6014,59,0,0,0,0,0,0,irregular
6014,59,0,0,0,0,0,0,irregular
6014,59,0,260,0,0,0,0,irregular
6014,59,0,0,0,0,0,0,irregular
6014,59,0,0,0,0,0,0,irregular
6014,59,0,0,0,0,0,0,irregular
6014,59,0,0,0,0,0,0,irregular
6014,59,0,0,0,0,0,0,irregular
6015,24,260,260,260,0,0,0,irregular
6015,24,260,260,260,0,0,0,irregular
6015,24,260,260,260,0,0,0,irregular
6015,24,260,0,0,0,0,0,irregular
6015,24,260,0,0,0,0,0,irregular
6015,24,260,0,0,0,0,0,irregular
6015,24,260,0,0,0,0,0,irregular
6015,24,260,0,0,0,0,0,irregular
6015,24,260,260,260,0,0,0,irregular
6015,24,260,0,0,0,0,0,irregular
6015,24,260,0,0,0,0,0,irregular
6015,24,260,0,0,0,0,0,irregular
6015,24,260,0,0,0,0,0,irregular
6015,24,260,0,0,0,0,0,irregular
6015,24,260,0,0,0,0,0,irregular
6015,24,260,0,0,0,0,0,irregular
6015,24,260,0,0,0,0,0,irregular
6015,24,260,0,0,0,0,0,irregular
6019,490,28,28,28,2,2,2,schema
6019,490,28,28,28,2,2,2,schema
6019,490,28,28,28,2,2,2,schema
6019,490,28,28,28,2,2,2,schema
6019,490,28,32,28,2,2,2,schema
6019,490,28,33,28,2,2,2,schema
6019,490,28,34,28,2,2,2,schema
6019,490,28,35,28,2,2,2,schema
6019,490,28,35,28,2,2,2,schema
6019,490,28,36,28,2,2,2,schema
6019,490,28,37,28,2,2,2,schema
6019,490,28,38,28,2,2,2,schema
6019,490,28,38,28,2,2,2,schema
6022,460,0,0,0,0,0,0,irregular
6022,460,0,0,0,0,0,0,irregular
6022,460,0,0,0,0,0,0,irregular
6022,460,0,0,0,0,0,0,irregular
6022,460,0,0,0,0,0,0,irregular
6022,460,0,0,0,0,0,0,irregular
6022,460,0,260,0,0,0,0,irregular
6022,460,0,0,0,0,0,0,irregular
6022,460,0,0,0,0,0,0,irregular
6022,460,0,260,0,0,0,0,irregular
6022,460,0,260,0,0,0,0,irregular
6022,460,0,0,0,0,0,0,irregular
6022,460,0,0,0,0,0,0,irregular
6022,460,0,0,0,0,0,0,irregular
6022,460,0,0,0,0,0,0,irregular
6022,460,0,0,0,0,0,0,irregular
6022,460,0,0,0,0,0,0,irregular
6023,744,0,0,0,0,0,0,irregular
6023,744,0,0,0,0,0,0,irregular
6023,744,0,0,0,0,0,0,irregular
6023,744,0,0,0,0,0,0,irregular
6023,744,0,0,0,0,0,0,irregular
6023,744,0,0,0,0,0,0,irregular
6023,744,0,0,0,0,0,0,irregular
6023,744,0,0,0,0,0,0,irregular
6023,744,0,260,0,0,0,0,irregular
6023,744,0,0,0,0,0,0,irregular
6023,744,0,0,0,0,0,0,irregular
6023,744,0,0,0,0,0,0,irregular
6023,744,0,0,0,0,0,0,irregular
6023,744,0,260,0,0,0,0,irregular
6023,744,0,260,0,0,0,0,irregular
6023,744,0,0,0,0,0,0,irregular
6023,744,0,0,0,0,0,0,irregular
6023,744,0,260,0,0,0,0,irregular
6025,456,0,0,0,0,0,0,irregular
6025,456,0,260,0,0,0,0,irregular
6025,456,0,0,0,0,0,0,irregular
6025,456,0,0,0,0,0,0,irregular
6025,456,0,260,0,0,0,0,irregular
6025,456,0,0,0,0,0,0,irregular
6025,456,0,0,0,0,0,0,irregular
6025,456,0,260,0,0,0,0,irregular
6025,456,0,0,0,0,0,0,irregular
6025,456,0,260,0,0,0,0,irregular
6025,456,0,0,0,0,0,0,irregular
6025,456,0,0,0,0,0,0,irregular
6025,456,0,0,0,0,0,0,irregular
6025,456,0,0,0,0,0,0,irregular
6025,456,0,0,0,0,0,0,irregular
6025,456,0,0,0,0,0,0,irregular
6025,456,0,0,0,0,0,0,irregular
6025,456,0,0,0,0,0,0,irregular
6026,306,43,43,43,35,35,35,schema
6026,306,43,44,43,35,35,35,schema
6026,306,43,45,43,35,35,35,schema
6026,306,43,46,43,35,35,35,schema
6026,306,43,47,43,35,35,35,schema
6026,306,43,47,43,35,35,35,schema
6026,306,43,47,43,35,35,35,schema
6026,306,43,48,43,35,35,35,schema
6026,306,43,49,43,35,35,35,schema
6026,306,43,50,43,35,35,35,schema
6026,306,43,51,43,35,35,35,schema
6026,306,43,52,43,35,35,35,schema
6026,306,43,53,43,35,35,35,schema
6029,85,0,0,0,0,0,0,irregular
6029,85,0,260,0,0,0,0,irregular
6029,85,0,260,0,0,0,0,irregular
6029,85,0,0,0,0,0,0,irregular
6029,85,0,0,0,0,0,0,irregular
6029,85,0,0,0,0,0,0,irregular
6029,85,0,0,0,0,0,0,irregular
6029,85,0,260,0,0,0,0,irregular
6029,85,0,0,0,0,0,0,irregular
6029,85,0,0,0,0,0,0,irregular
6029,85,0,0,0,0,0,0,irregular
6029,85,0,0,0,0,0,0,irregular
6029,85,0,0,0,0,0,0,irregular
6029,85,0,260,0,0,0,0,irregular
6029,85,0,0,0,0,0,0,irregular
6029,85,0,0,0,0,0,0,irregular
6029,85,0,0,0,0,0,0,irregular
6029,85,0,0,0,0,0,0,irregular
6031,130,86,86,86,2,2,2,schema
6031,130,86,429,57,2,2,2,schema
6031,130,86,429,57,2,2,2,schema
6031,130,86,429,57,2,2,2,schema
6031,130,86,429,57,2,2,2,schema
6031,130,86,429,57,2,2,2,schema
6031,130,86,429,57,2,2,2,schema
6031,130,86,429,57,2,2,2,schema
6031,130,86,429,57,2,2,2,schema
6031,130,86,429,57,2,2,2,schema
6031,130,86,429,57,2,2,2,schema
6031,130,86,426,6,2,2,2,schema
6031,130,86,429,57,2,2,2,schema
6031,130,86,434,6,2,2,2,schema
6042,24,260,260,260,0,0,0,irregular
6042,24,260,260,260,0,0,0,irregular
6042,24,260,0,0,0,0,0,irregular
6042,24,260,260,260,0,0,0,irregular
6042,24,260,0,0,0,0,0,irregular
6042,24,260,0,0,0,0,0,irregular
6042,24,260,260,260,0,0,0,irregular
6042,24,260,260,260,0,0,0,irregular
6042,24,260,0,0,0,0,0,irregular
6042,24,260,0,0,0,0,0,irregular
6042,24,260,0,0,0,0,0,irregular
6042,24,260,0,0,0,0,0,irregular
6042,24,260,0,0,0,0,0,irregular
6042,24,260,0,0,0,0,0,irregular
6042,24,260,0,0,0,0,0,irregular
6042,24,260,0,0,0,0,0,irregular
6042,24,260,0,0,0,0,0,irregular
6042,24,260,0,0,0,0,0,irregular
6045,23,260,260,260,0,0,0,irregular
6045,23,260,0,0,0,0,0,irregular
6045,23,260,0,0,0,0,0,irregular
6045,23,260,0,0,0,0,0,irregular
6045,23,260,0,0,0,0,0,irregular
6045,23,260,260,260,0,0,0,irregular
6045,23,260,0,0,0,0,0,irregular
6045,23,260,0,0,0,0,0,irregular
6045,23,260,260,260,0,0,0,irregular
6045,23,260,0,0,0,0,0,irregular
6045,23,260,0,0,0,0,0,irregular
6045,23,260,0,0,0,0,0,irregular
6045,23,260,0,0,0,0,0,irregular
6045,23,260,0,0,0,0,0,irregular
6045,23,260,260,260,0,0,0,irregular
6045,23,260,260,260,0,0,0,irregular
6045,23,260,0,0,0,0,0,irregular
6045,23,260,0,0,0,0,0,irregular
6045,23,260,0,0,0,0,0,irregular
6047,24,260,260,260,0,0,0,irregular
6047,24,260,0,0,0,0,0,irregular
6047,24,260,260,260,0,0,0,irregular
6047,24,260,0,0,0,0,0,irregular
6047,24,260,0,0,0,0,0,irregular
6047,24,260,260,260,0,0,0,irregular
6047,24,260,260,260,0,0,0,irregular
6047,24,260,0,0,0,0,0,irregular
6047,24,260,0,0,0,0,0,irregular
6047,24,260,260,260,0,0,0,irregular
6047,24,260,0,0,0,0,0,irregular
6047,24,260,0,0,0,0,0,irregular
6047,24,260,0,0,0,0,0,irregular
6047,24,260,0,0,0,0,0,irregular
6047,24,260,260,260,0,0,0,irregular
6047,24,260,0,0,0,0,0,irregular
6047,24,260,0,0,0,0,0,irregular
6047,24,260,0,0,0,0,0,irregular
6047,24,260,0,0,0,0,0,irregular
6047,24,260,0,0,0,0,0,irregular
6051,666,188,188,188,7,7,7,irregular
6051,666,188,189,185,7,7,7,irregular
6051,666,188,193,184,7,7,7,irregular
6051,666,188,193,184,7,7,7,irregular
6051,666,188,197,184,7,7,7,irregular
6051,666,188,204,136,7,7,7,irregular
6051,666,188,208,136,7,7,7,irregular
6051,666,188,223,12,7,8,7,irregular
6051,666,188,223,11,7,8,7,irregular
6051,666,188,223,8,7,8,7,irregular
6051,666,188,231,9,7,8,7,irregular
6051,666,188,269,9,7,8,7,irregular
6051,666,188,297,9,7,8,7,irregular
6054,24,260,260,260,0,0,0,irregular
6054,24,260,0,0,0,0,0,irregular
6054,24,260,260,260,0,0,0,irregular
6054,24,260,0,0,0,0,0,irregular
6054,24,260,260,260,0,0,0,irregular
6054,24,260,0,0,0,0,0,irregular
6054,24,260,0,0,0,0,0,irregular
6054,24,260,0,0,0,0,0,irregular
6054,24,260,0,0,0,0,0,irregular
6054,24,260,260,260,0,0,0,irregular
6054,24,260,0,0,0,0,0,irregular
6054,24,260,260,260,0,0,0,irregular
6054,24,260,0,0,0,0,0,irregular
6054,24,260,0,0,0,0,0,irregular
6054,24,260,0,0,0,0,0,irregular
6054,24,260,260,260,0,0,0,irregular
6054,24,260,0,0,0,0,0,irregular
6054,24,260,0,0,0,0,0,irregular
6054,24,260,0,0,0,0,0,irregular
6054,24,260,0,0,0,0,0,irregular
6058,471,0,0,0,0,0,0,irregular
6058,471,0,260,0,0,0,0,irregular
6058,471,0,0,0,0,0,0,irregular
6058,471,0,0,0,0,0,0,irregular
6058,471,0,0,0,0,0,0,irregular
6058,471,0,260,0,0,0,0,irregular
6058,471,0,0,0,0,0,0,irregular
6058,471,0,0,0,0,0,0,irregular
6058,471,0,0,0,0,0,0,irregular
6058,471,0,0,0,0,0,0,irregular
6058,471,0,0,0,0,0,0,irregular
6058,471,0,0,0,0,0,0,irregular
6058,471,0,0,0,0,0,0,irregular
6058,471,0,0,0,0,0,0,irregular
6058,471,0,0,0,0,0,0,irregular
6058,471,0,0,0,0,0,0,irregular
6059,612,244,244,244,7,7,7,irregular
6059,612,244,252,244,7,7,7,irregular
6059,612,244,252,244,7,7,7,irregular
6059,612,244,252,244,7,7,7,irregular
6059,612,244,261,7,7,8,7,irregular
6059,612,244,335,5,7,8,7,irregular
6059,612,244,414,5,7,8,7,irregular
6059,612,244,413,5,7,8,7,irregular
6059,612,244,411,5,7,8,7,irregular
6059,612,244,411,5,7,8,7,irregular
6059,612,244,411,5,7,8,7,irregular
6059,612,244,410,5,7,8,7,irregular
6060,79336,0,0,0,91,91,91,schema
6060,79336,0,0,0,91,91,91,schema
6060,79336,0,0,0,91,91,91,schema
6060,79336,0,0,0,91,91,91,schema
6060,79336,0,0,0,91,91,91,schema
6060,79336,0,0,0,91,91,91,schema
6060,79336,0,0,0,91,91,91,schema
6060,79336,0,0,0,91,91,91,schema
6060,79336,0,0,0,91,91,91,schema
6060,79336,0,0,0,91,91,91,schema
6060,79336,0,0,0,91,91,91,schema
6060,79336,0,0,0,91,91,91,schema
6060,79336,0,0,0,91,91,91,schema
6064,35,0,0,0,0,0,0,irregular
6064,35,0,260,0,0,0,0,irregular
6064,35,0,0,0,0,0,0,irregular
6064,35,0,0,0,0,0,0,irregular
6064,35,0,0,0,0,0,0,irregular
6064,35,0,0,0,0,0,0,irregular
6064,35,0,0,0,0,0,0,irregular
6064,35,0,260,0,0,0,0,irregular
6064,35,0,260,0,0,0,0,irregular
6064,35,0,0,0,0,0,0,irregular
6064,35,0,260,0,0,0,0,irregular
6064,35,0,260,0,0,0,0,irregular
6064,35,0,0,0,0,0,0,irregular
6064,35,0,0,0,0,0,0,irregular
6064,35,0,260,0,0,0,0,irregular
6064,35,0,260,0,0,0,0,irregular
6064,35,0,0,0,0,0,0,irregular
6064,35,0,0,0,0,0,0,irregular
6064,35,0,0,0,0,0,0,irregular
6064,35,0,0,0,0,0,0,irregular
6064,35,0,0,0,0,0,0,irregular
6066,1350,372,372,372,7,7,7,irregular
6066,1350,372,372,372,7,7,7,irregular
6066,1350,372,372,372,7,7,7,irregular
6066,1350,372,372,372,7,7,7,irregular
6066,1350,372,372,5,7,7,7,irregular
6066,1350,372,372,5,7,7,7,irregular
6066,1350,372,380,48,7,7,7,irregular
6066,1350,372,328,13,7,8,7,irregular
6066,1350,372,328,14,7,8,7,irregular
6066,1350,372,326,14,7,8,7,irregular
6066,1350,372,326,13,7,8,7,irregular
6066,1350,372,326,13,7,8,7,irregular
6066,1350,372,325,18,7,8,7,irregular
6070,23,260,260,260,0,0,0,irregular
6070,23,260,260,260,0,0,0,irregular
6070,23,260,260,260,0,0,0,irregular
6070,23,260,0,0,0,0,0,irregular
6070,23,260,0,0,0,0,0,irregular
6070,23,260,0,0,0,0,0,irregular
6070,23,260,0,0,0,0,0,irregular
6070,23,260,0,0,0,0,0,irregular
6070,23,260,0,0,0,0,0,irregular
6070,23,260,0,0,0,0,0,irregular
6070,23,260,260,260,0,0,0,irregular
6070,23,260,260,260,0,0,0,irregular
6070,23,260,0,0,0,0,0,irregular
6070,23,260,0,0,0,0,0,irregular
6070,23,260,0,0,0,0,0,irregular
6070,23,260,260,260,0,0,0,irregular
6070,23,260,260,260,0,0,0,irregular
6070,23,260,0,0,0,0,0,irregular
6070,23,260,0,0,0,0,0,irregular
6070,23,260,0,0,0,0,0,irregular
6070,23,260,260,260,0,0,0,irregular
6070,23,260,0,0,0,0,0,irregular
6071,24,260,260,260,0,0,0,irregular
6071,24,260,0,0,0,0,0,irregular
6071,24,260,260,260,0,0,0,irregular
6071,24,260,0,0,0,0,0,irregular
6071,24,260,0,0,0,0,0,irregular
6071,24,260,0,0,0,0,0,irregular
6071,24,260,260,260,0,0,0,irregular
6071,24,260,0,0,0,0,0,irregular
6071,24,260,260,260,0,0,0,irregular
6071,24,260,0,0,0,0,0,irregular
6071,24,260,260,260,0,0,0,irregular
6071,24,260,0,0,0,0,0,irregular
6071,24,260,0,0,0,0,0,irregular
6071,24,260,0,0,0,0,0,irregular
6071,24,260,260,260,0,0,0,irregular
6071,24,260,0,0,0,0,0,irregular
6071,24,260,0,0,0,0,0,irregular
6071,24,260,0,0,0,0,0,irregular
6071,24,260,0,0,0,0,0,irregular
6073,472,0,0,0,0,0,0,irregular
6073,472,0,260,0,0,0,0,irregular
6073,472,0,0,0,0,0,0,irregular
6073,472,0,0,0,0,0,0,irregular
6073,472,0,0,0,0,0,0,irregular
6073,472,0,0,0,0,0,0,irregular
6073,472,0,260,0,0,0,0,irregular
6073,472,0,260,0,0,0,0,irregular
6073,472,0,0,0,0,0,0,irregular
6073,472,0,0,0,0,0,0,irregular
6073,472,0,0,0,0,0,0,irregular
6073,472,0,0,0,0,0,0,irregular
6073,472,0,0,0,0,0,0,irregular
6073,472,0,0,0,0,0,0,irregular
6073,472,0,0,0,0,0,0,irregular
6073,472,0,0,0,0,0,0,irregular
6073,472,0,260,0,0,0,0,irregular
6073,472,0,0,0,0,0,0,irregular
6073,472,0,260,0,0,0,0,irregular
6076,2465,731,731,731,17,17,17,schema
6076,2465,731,731,731,17,17,17,schema
6076,2465,731,820,11,17,17,17,schema
6076,2465,731,820,11,17,17,17,schema
6076,2465,731,816,23,17,17,17,schema
6076,2465,731,782,8,17,17,17,schema
6076,2465,731,784,15,17,17,17,schema
6076,2465,731,784,15,17,17,17,schema
6076,2465,731,784,15,17,17,17,schema
6076,2465,731,789,12,17,17,17,schema
6076,2465,731,789,12,17,17,17,schema
6076,2465,731,745,9,17,17,17,schema
6076,2465,731,746,9,17,17,17,schema
6079,24,260,260,260,0,0,0,irregular
6079,24,260,260,260,0,0,0,irregular
6079,24,260,0,0,0,0,0,irregular
6079,24,260,0,0,0,0,0,irregular
6079,24,260,0,0,0,0,0,irregular
6079,24,260,260,260,0,0,0,irregular
6079,24,260,0,0,0,0,0,irregular
6079,24,260,0,0,0,0,0,irregular
6079,24,260,0,0,0,0,0,irregular
6079,24,260,0,0,0,0,0,irregular
6079,24,260,0,0,0,0,0,irregular
6079,24,260,260,260,0,0,0,irregular
6079,24,260,0,0,0,0,0,irregular
6079,24,260,0,0,0,0,0,irregular
6079,24,260,0,0,0,0,0,irregular
6079,24,260,0,0,0,0,0,irregular
6079,24,260,0,0,0,0,0,irregular
6088,471,0,0,0,0,0,0,irregular
6088,471,0,260,0,0,0,0,irregular
6088,471,0,0,0,0,0,0,irregular
6088,471,0,260,0,0,0,0,irregular
6088,471,0,260,0,0,0,0,irregular
6088,471,0,260,0,0,0,0,irregular
6088,471,0,0,0,0,0,0,irregular
6088,471,0,0,0,0,0,0,irregular
6088,471,0,260,0,0,0,0,irregular
6088,471,0,0,0,0,0,0,irregular
6088,471,0,0,0,0,0,0,irregular
6088,471,0,0,0,0,0,0,irregular
6088,471,0,0,0,0,0,0,irregular
6088,471,0,0,0,0,0,0,irregular
6088,471,0,0,0,0,0,0,irregular
6088,471,0,0,0,0,0,0,irregular
6088,471,0,0,0,0,0,0,irregular
6088,471,0,0,0,0,0,0,irregular
6091,2125,3,3,3,1,1,1,schema
6091,2125,3,3,1,1,1,1,schema
6091,2125,3,3,1,1,1,1,schema
6091,2125,3,3,1,1,1,1,schema
6091,2125,3,3,1,1,1,1,schema
6091,2125,3,3,1,1,1,1,schema
6091,2125,3,3,0,1,1,1,schema
6091,2125,3,3,0,1,1,1,schema
6091,2125,3,3,0,1,1,1,schema
6091,2125,3,3,0,1,1,1,schema
6091,2125,3,3,0,1,1,1,schema
6091,2125,3,3,0,1,1,1,schema
6091,2125,3,3,0,1,1,1,schema
6091,2125,3,3,1,1,1,1,schema
6092,457,0,0,0,0,0,0,irregular
6092,457,0,260,0,0,0,0,irregular
6092,457,0,0,0,0,0,0,irregular
6092,457,0,0,0,0,0,0,irregular
6092,457,0,0,0,0,0,0,irregular
6092,457,0,0,0,0,0,0,irregular
6092,457,0,0,0,0,0,0,irregular
6092,457,0,260,0,0,0,0,irregular
6092,457,0,260,0,0,0,0,irregular
6092,457,0,0,0,0,0,0,irregular
6092,457,0,0,0,0,0,0,irregular
6092,457,0,260,0,0,0,0,irregular
6092,457,0,0,0,0,0,0,irregular
6092,457,0,0,0,0,0,0,irregular
6092,457,0,0,0,0,0,0,irregular
6092,457,0,0,0,0,0,0,irregular
6092,457,0,0,0,0,0,0,irregular
6092,457,0,260,0,0,0,0,irregular
6092,457,0,260,0,0,0,0,irregular
6092,457,0,260,0,0,0,0,irregular
6095,468,0,0,0,0,0,0,irregular
6095,468,0,0,0,0,0,0,irregular
6095,468,0,0,0,0,0,0,irregular
6095,468,0,0,0,0,0,0,irregular
6095,468,0,0,0,0,0,0,irregular
6095,468,0,0,0,0,0,0,irregular
6095,468,0,0,0,0,0,0,irregular
6095,468,0,0,0,0,0,0,irregular
6095,468,0,260,0,0,0,0,irregular
6095,468,0,260,0,0,0,0,irregular
6095,468,0,260,0,0,0,0,irregular
6095,468,0,0,0,0,0,0,irregular
6095,468,0,0,0,0,0,0,irregular
6095,468,0,260,0,0,0,0,irregular
6095,468,0,0,0,0,0,0,irregular
6095,468,0,0,0,0,0,0,irregular
6095,468,0,0,0,0,0,0,irregular
6095,468,0,0,0,0,0,0,irregular
6099,3708,483,483,483,7,7,7,irregular
6099,3708,483,434,36,7,8,7,irregular
6099,3708,483,434,36,7,8,7,irregular
6099,3708,483,434,36,7,8,7,irregular
6099,3708,483,441,36,7,8,7,irregular
6099,3708,483,441,36,7,8,7,irregular
6099,3708,483,441,33,7,8,7,irregular
6099,3708,483,441,36,7,8,7,irregular
6099,3708,483,444,37,7,8,7,irregular
6099,3708,483,444,40,7,8,7,irregular
6099,3708,483,444,40,7,8,7,irregular
6099,3708,483,444,40,7,8,7,irregular
6099,3708,483,444,40,7,8,7,irregular
6103,23,260,260,260,0,0,0,irregular
6103,23,260,0,0,0,0,0,irregular
6103,23,260,0,0,0,0,0,irregular
6103,23,260,260,260,0,0,0,irregular
6103,23,260,0,0,0,0,0,irregular
6103,23,260,0,0,0,0,0,irregular
6103,23,260,260,260,0,0,0,irregular
6103,23,260,0,0,0,0,0,irregular
6103,23,260,0,0,0,0,0,irregular
6103,23,260,0,0,0,0,0,irregular
6103,23,260,0,0,0,0,0,irregular
6103,23,260,0,0,0,0,0,irregular
6103,23,260,0,0,0,0,0,irregular
6103,23,260,0,0,0,0,0,irregular
6103,23,260,0,0,0,0,0,irregular
6103,23,260,0,0,0,0,0,irregular
6105,12969,977,977,977,2,2,2,irregular
6105,12969,977,954,121,2,2,2,irregular
6105,12969,977,954,121,2,2,2,irregular
6105,12969,977,954,121,2,2,2,irregular
6105,12969,977,954,121,2,2,2,irregular
6105,12969,977,954,121,2,2,2,irregular
6105,12969,977,983,141,2,2,2,irregular
6105,12969,977,983,141,2,2,2,irregular
6105,12969,977,983,141,2,2,2,irregular
6105,12969,977,983,141,2,2,2,irregular
6105,12969,977,983,141,2,2,2,irregular
6105,12969,977,983,141,2,2,2,irregular
6105,12969,977,968,134,2,2,2,irregular
6113,470,0,0,0,0,0,0,irregular
6113,470,0,260,0,0,0,0,irregular
6113,470,0,0,0,0,0,0,irregular
6113,470,0,260,0,0,0,0,irregular
6113,470,0,260,0,0,0,0,irregular
6113,470,0,0,0,0,0,0,irregular
6113,470,0,0,0,0,0,0,irregular
6113,470,0,260,0,0,0,0,irregular
6113,470,0,0,0,0,0,0,irregular
6113,470,0,260,0,0,0,0,irregular
6113,470,0,260,0,0,0,0,irregular
6113,470,0,260,0,0,0,0,irregular
6113,470,0,0,0,0,0,0,irregular
6113,470,0,260,0,0,0,0,irregular
6113,470,0,0,0,0,0,0,irregular
6113,470,0,0,0,0,0,0,irregular
6113,470,0,0,0,0,0,0,irregular
6113,470,0,260,0,0,0,0,irregular
6113,470,0,260,0,0,0,0,irregular
6113,470,0,0,0,0,0,0,irregular
6113,470,0,0,0,0,0,0,irregular
6113,470,0,0,0,0,0,0,irregular
6115,80,0,0,0,0,0,0,irregular
6115,80,0,260,0,0,0,0,irregular
6115,80,0,0,0,0,0,0,irregular
6115,80,0,0,0,0,0,0,irregular
6115,80,0,260,0,0,0,0,irregular
6115,80,0,0,0,0,0,0,irregular
6115,80,0,0,0,0,0,0,irregular
6115,80,0,260,0,0,0,0,irregular
6115,80,0,0,0,0,0,0,irregular
6115,80,0,0,0,0,0,0,irregular
6115,80,0,0,0,0,0,0,irregular
6115,80,0,0,0,0,0,0,irregular
6115,80,0,0,0,0,0,0,irregular
6115,80,0,260,0,0,0,0,irregular
6115,80,0,0,0,0,0,0,irregular
6115,80,0,0,0,0,0,0,irregular
6115,80,0,0,0,0,0,0,irregular
6115,80,0,260,0,0,0,0,irregular
6115,80,0,0,0,0,0,0,irregular
6117,1160,0,0,0,0,0,0,irregular
6117,1160,0,0,0,0,0,0,irregular
6117,1160,0,0,0,0,0,0,irregular
6117,1160,0,260,0,0,0,0,irregular
6117,1160,0,260,0,0,0,0,irregular
6117,1160,0,260,0,0,0,0,irregular
6117,1160,0,0,0,0,0,0,irregular
6117,1160,0,260,0,0,0,0,irregular
6117,1160,0,260,0,0,0,0,irregular
6117,1160,0,0,0,0,0,0,irregular
6117,1160,0,0,0,0,0,0,irregular
6117,1160,0,0,0,0,0,0,irregular
6117,1160,0,0,0,0,0,0,irregular
6117,1160,0,0,0,0,0,0,irregular
6117,1160,0,0,0,0,0,0,irregular
6117,1160,0,0,0,0,0,0,irregular
6117,1160,0,0,0,0,0,0,irregular
6117,1160,0,0,0,0,0,0,irregular
6117,1160,0,0,0,0,0,0,irregular
6117,1160,0,260,0,0,0,0,irregular
6122,24,0,0,0,0,0,0,irregular
6122,24,0,260,0,0,0,0,irregular
6122,24,0,0,0,0,0,0,irregular
6122,24,0,0,0,0,0,0,irregular
6122,24,0,0,0,0,0,0,irregular
6122,24,0,0,0,0,0,0,irregular
6122,24,0,260,0,0,0,0,irregular
6122,24,0,0,0,0,0,0,irregular
6122,24,0,260,0,0,0,0,irregular
6122,24,0,260,0,0,0,0,irregular
6122,24,0,260,0,0,0,0,irregular
6122,24,0,0,0,0,0,0,irregular
6122,24,0,0,0,0,0,0,irregular
6122,24,0,0,0,0,0,0,irregular
6122,24,0,0,0,0,0,0,irregular
6122,24,0,260,0,0,0,0,irregular
6122,24,0,0,0,0,0,0,irregular
6122,24,0,260,0,0,0,0,irregular
6122,24,0,0,0,0,0,0,irregular
6122,24,0,0,0,0,0,0,irregular
6122,24,0,260,0,0,0,0,irregular
6125,460,0,0,0,0,0,0,irregular
6125,460,0,260,0,0,0,0,irregular
6125,460,0,0,0,0,0,0,irregular
6125,460,0,0,0,0,0,0,irregular
6125,460,0,0,0,0,0,0,irregular
6125,460,0,0,0,0,0,0,irregular
6125,460,0,0,0,0,0,0,irregular
6125,460,0,0,0,0,0,0,irregular
6125,460,0,0,0,0,0,0,irregular
6125,460,0,0,0,0,0,0,irregular
6125,460,0,0,0,0,0,0,irregular
6125,460,0,0,0,0,0,0,irregular
6125,460,0,0,0,0,0,0,irregular
6125,460,0,0,0,0,0,0,irregular
6125,460,0,0,0,0,0,0,irregular
