1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1.0,1.0,0.7195121951219512,0.6241463414634136,0.8092682926829268,0.8597560975609756,0.5904878048780485,0.6746341463414643,0.5904878048780485,0.6746341463414643,0.8541463414634142,1.0,0.9158536585365862,0.0,0.0,0.0,0.0,0.5792682926829268,0.9326829268292683,1.0,0.43902439024390244,
0.925609756097561,0.9170731707317074,0.6660975609756107,0.5870731707317072,0.7585365853658543,0.7663414634146343,0.5612195121951216,0.7292682926829266,0.5612195121951216,0.7292682926829266,0.8148780487804888,1.0,0.8782926829268288,0.0,0.0,0.0,0.0,0.596097560975609,0.9297560975609759,1.0,0.5400000000000001,
0.6409756097560976,0.5746341463414629,0.7695121951219507,0.7434146341463413,0.7465853658536585,0.728292682926829,0.5043902439024385,0.8251219512195125,0.5043902439024385,0.8251219512195125,0.8590243902439022,1.0,0.9368292682926841,0.0,0.0,0.0,0.0,0.9060975609756093,0.9285365853658542,1.0,0.5841463414634145,
0.6231707317073177,0.6031707317073166,0.7951219512195113,0.7390243902439028,0.7500000000000003,0.7148780487804873,0.4634146341463414,0.8690243902439018,0.4634146341463414,0.8690243902439018,0.9090243902439025,1.0,0.8973170731707314,0.0,0.0,0.0,0.0,0.596097560975609,0.9063414634146346,1.0,0.5873170731707311,
0.5499999999999998,0.7036585365853659,0.7085365853658536,0.6856097560975603,0.7443902439024385,0.7529268292682926,0.652195121951219,0.9326829268292683,0.652195121951219,0.9326829268292683,0.8765853658536592,1.0,0.9070731707317068,0.0,0.0,0.0,0.0,0.4851219512195114,0.8873170731707309,1.0,0.5343902439024399,
0.5399999999999998,0.6204878048780481,0.7353658536585365,0.7004878048780492,0.7158536585365852,0.8300000000000002,0.5856097560975608,0.8114634146341463,0.5856097560975608,0.8114634146341463,0.8121951219512188,0.9878048780487804,0.8997560975609747,0.0,0.0,0.0,0.0,0.5497560975609755,0.9502439024390255,0.8780487804878049,0.9158536585365856,
0.556585365853658,0.6336585365853656,0.6353658536585374,0.59829268292683,0.6953658536585361,0.7597560975609757,0.47073170731707337,0.7400000000000003,0.47073170731707337,0.7400000000000003,0.7595121951219515,0.9878048780487804,0.9392682926829274,0.43902439024390244,0.43902439024390244,0.0,0.0,0.6619512195121953,0.8982926829268288,0.8780487804878049,0.5821951219512187,
0.6351219512195116,0.5958536585365862,0.6990243902439021,0.6460975609756091,0.8414634146341465,0.8034146341463413,0.4873170731707315,0.8373170731707326,0.4873170731707315,0.8373170731707326,0.7326829268292688,0.9878048780487804,0.9829268292682927,0.0,0.0,0.0,0.0,0.9060975609756093,0.9326829268292683,1.0,0.549268292682926,
0.5512195121951216,0.577317073170731,0.7063414634146337,0.6641463414634148,0.7773170731707322,0.7253658536585369,0.6775609756097563,0.833414634146342,0.602926829268292,0.833414634146342,0.5158536585365853,0.9878048780487804,0.9551219512195132,0.0,0.0,0.0,0.0,0.5497560975609755,0.937560975609756,0.5609756097560976,0.5641463414634154,
0.921951219512195,0.9353658536585364,0.7136585365853652,0.6807317073170738,0.7692682926829262,0.7817073170731712,0.68,0.8212195121951223,0.5943902439024383,0.8212195121951223,0.0,1.0,0.8709756097560978,0.0,0.0,0.0,0.0,0.5680487804878052,0.9600000000000009,0.43902439024390244,0.6529268292682935,
0.892682926829268,0.5978048780487801,0.7136585365853652,0.7063414634146337,0.8126829268292687,0.8321951219512189,0.9060975609756093,0.9914634146341463,0.9060975609756093,0.9914634146341463,0.9658536585365852,1.0,0.855121951219513,0.0,0.0,0.0,0.0,0.6156097560975603,0.9326829268292683,0.8780487804878049,0.9329268292682931,
1.0,0.679512195121951,0.7148780487804873,0.6595121951219509,0.838780487804878,0.9019512195121953,1.0,1.0,1.0,1.0,1.0,0.9878048780487804,0.9521951219512194,0.0,0.0,0.0,0.0,1.0,0.9465853658536595,1.0,1.0,
0.621463414634146,0.7097560975609758,0.6290243902439018,0.6197560975609755,0.8017073170731712,0.7782926829268297,0.9109756097560979,0.9524390243902439,0.9109756097560979,0.9524390243902439,0.9573170731707316,0.9878048780487804,0.8834146341463407,0.0,0.0,0.0,0.0,0.9268292682926828,0.9029268292682929,1.0,0.8780487804878049,
0.7058536585365847,0.6797560975609762,0.7687804878048777,0.7229268292682934,0.8682926829268296,0.8668292682926838,0.9109756097560979,0.9317073170731704,0.9109756097560979,0.9317073170731704,0.9573170731707316,0.9878048780487804,0.8987804878048787,0.0,0.0,0.0,0.0,0.9268292682926828,0.9195121951219521,1.0,0.903658536585366,
0.5892682926829264,0.6268292682926825,0.7114634146341469,0.6560975609756097,0.7312195121951219,0.6999999999999998,0.5790243902439026,0.960731707317073,0.5924390243902441,0.9448780487804873,0.932439024390244,0.9853658536585364,0.951951219512195,0.0,0.0,0.0,0.0,0.5248780487804876,0.9117073170731717,0.43902439024390244,0.578048780487805,
0.6090243902439018,0.5782926829268286,0.7721951219512189,0.7424390243902432,0.7151219512195125,0.718048780487805,0.9243902439024393,0.9646341463414635,0.9243902439024393,0.9646341463414635,0.8658536585365859,0.9317073170731698,0.9290243902439027,0.0,0.0,0.0,0.0,0.8878048780487803,0.9334146341463422,0.43902439024390244,0.8060975609756098,
0.617073170731707,0.6056097560975612,0.7658536585365854,0.7153658536585366,0.7758536585365858,0.7558536585365848,0.9146341463414631,0.9914634146341463,0.8982926829268288,0.9846341463414634,0.9131707317073167,0.9878048780487804,0.9231707317073168,0.0,0.0,0.0,0.0,0.8878048780487803,0.9678048780487811,0.43902439024390244,0.5380487804878052,
0.6360975609756102,0.6309756097560982,0.8375609756097564,0.8046341463414631,0.7848780487804876,0.8307317073170729,0.8824390243902437,0.952439024390244,0.9048780487804877,0.9646341463414635,0.9536585365853656,0.9878048780487804,0.8997560975609756,0.0,0.0,0.0,0.0,1.0,0.9609756097560984,0.8536585365853658,0.6526829268292683,
0.5604878048780481,0.6419512195121949,0.7843902439024389,0.7512195121951214,0.7817073170731701,0.8673170731707318,0.9097560975609754,0.9426829268292685,0.5904878048780479,0.8192682926829262,0.9646341463414635,0.9780487804878049,0.953414634146341,0.0,0.0,0.0,0.0,0.8878048780487803,0.9551219512195132,0.43902439024390244,0.6582926829268286,
0.588292682926829,0.6419512195121948,0.7780487804878048,0.7207317073170731,0.8507317073170734,0.7631707317073175,0.566097560975609,0.7499999999999998,0.6241463414634136,0.8282926829268288,0.9597560975609758,0.9780487804878049,0.9114634146341459,0.0,0.0,0.0,0.0,0.8902439024390244,0.9592682926829275,0.4634146341463415,0.7082926829268295,
0.7031707317073164,0.7514634146341468,0.852926829268292,0.7885365853658544,0.8160975609756096,0.7609756097560977,0.5070731707317065,0.7195121951219512,0.5817073170731704,0.9853658536585369,0.9560975609756102,0.9780487804878049,0.927317073170732,0.0,0.0,0.0,0.875609756097561,0.869512195121951,0.9631707317073176,0.8536585365853658,0.7175609756097562,
0.9231707317073168,0.9170731707317074,0.8670731707317074,0.8636585365853656,0.7285365853658541,0.7909756097560977,0.9304878048780487,0.9573170731707316,0.6209756097560967,0.878536585365853,0.959268292682927,0.9597560975609758,0.9519512195121946,0.0,0.0,0.0,0.4926829268292681,0.5780487804878048,0.9707317073170738,0.43902439024390244,0.7034146341463409,
0.7241463414634141,0.5770731707317069,0.7697560975609751,0.7239024390243907,0.7897560975609748,0.826341463414634,0.8914634146341466,0.9439024390243902,0.6990243902439027,0.8553658536585365,0.5353658536585368,0.9597560975609758,0.9099999999999999,0.0,0.0,0.0,0.0,0.9268292682926828,0.9417073170731718,0.43902439024390244,0.6280487804878057,
0.8068292682926823,0.6575609756097556,0.7575609756097565,0.6939024390243899,0.7951219512195125,0.7843902439024392,0.9199999999999999,0.9341463414634147,0.9153658536585366,0.9341463414634147,0.0,0.967073170731707,0.9085365853658538,0.0,0.0,0.0,0.0,0.5951219512195123,0.9329268292682932,0.43902439024390244,0.5968292682926827,
0.6456097560975614,0.6214634146341466,0.6795121951219508,0.6463414634146335,0.680975609756097,0.7509756097560975,0.5053658536585366,0.8073170731707311,0.47878048780487803,0.8073170731707311,0.7997560975609763,0.9487804878048779,0.9346341463414629,0.0,0.0,0.0,0.43902439024390244,0.5585365853658535,0.9390243902439035,0.8536585365853658,0.48390243902439056,
0.6456097560975614,0.6258536585365856,0.6748780487804871,0.6487804878048776,0.781707317073171,0.6670731707317072,0.47146341463414587,0.7163414634146349,0.44512195121951226,0.7163414634146349,0.7668292682926824,0.962195121951219,0.9199999999999999,0.0,0.0,0.0,0.0,1.0,0.8929268292682925,0.43902439024390244,0.5117073170731701,
0.6346341463414628,0.6695121951219516,0.80170731707317,0.7929268292682923,0.8068292682926835,0.7458536585365856,0.9126829268292678,0.9400000000000005,0.9080487804878045,0.9400000000000005,0.9475609756097559,0.967073170731707,0.9363414634146336,0.0,0.0,0.0,0.0,0.9085365853658535,0.9492682926829279,0.8536585365853658,0.8839024390243905,
0.5614634146341457,0.7353658536585362,0.7682926829268292,0.7487804878048779,0.7895121951219518,0.8158536585365851,0.9246341463414633,0.9570731707317074,0.8948780487804877,0.9570731707317074,0.9502439024390246,0.8841463414634144,0.9709756097560974,0.0,0.0,0.0,0.0,0.8897560975609755,0.9131707317073166,0.8536585365853658,0.9192682926829271,
0.5790243902439016,0.6460975609756101,0.8104878048780485,0.7700000000000004,0.6353658536585369,0.822682926829268,0.6473170731707323,0.7921951219512197,0.5699999999999997,0.77390243902439,0.7914634146341469,0.8704878048780491,0.9895121951219512,0.43902439024390244,0.43902439024390244,0.45121951219512213,0.4548780487804877,0.5836585365853657,0.9134146341463418,0.43902439024390244,0.5329268292682923,
0.5551219512195118,0.587073170731708,0.7785365853658542,0.7407317073170728,0.586341463414635,0.8287804878048778,0.6995121951219515,0.858780487804878,0.6995121951219515,0.858780487804878,0.7168292682926825,0.9463414634146339,0.9129268292682924,0.0,0.0,0.0,0.0,0.5063414634146333,0.9658536585365861,0.8658536585365854,0.46121951219512153,
