folder,sizeOriginal,sizeDaff,evolution,patch,quality,numberOfVersions,originalRows,originalColumns,addedRows,deletedRows,modifiedRows,addedColumns,deletedColumns,modifiedColumns,totalChanged,changedCells,sizeZip,sizeZipDaff
5680,380841,90369,125,370,88,15,69,32,0,0,0.333333333,0,0,0,401,0.012107488,97718,22293
5683,331912,170783,721,151,363,19,471,1,0.127053302,0.127053302,0,0.210526316,0.210526316,0,948873,106.0311767,123791,52960
5684,372188,310897,1046,178,488,22,471,1,0.193977997,0.237116387,0,0.409090909,0.409090909,0,1710309,165.0558772,144806,101398
5685,181499,42423,77,131,50,16,64,18,0.033203125,0,0.07421875,0.006944444,0,0,68470,3.714735243,70121,15462
5689,566346,88598,281,1164,150,15,258,18,0.008010336,2.58E-04,0.064599483,0.007407407,0,0,159608,2.291243181,169522,20845
5692,53461,25906,150,85,119,17,24,1,0.225490196,0.100490196,0,0.058823529,0.058823529,0,4995,12.24264706,24188,10062
5696,55858,55321,354,91,214,19,23,1,0.670480549,0.549199085,0,0.263157895,0.263157895,0,146790,335.9038902,25841,20822
5703,277101,296946,932,145,404,23,468,1,0.230862133,0.27211074,0,0.47826087,0.47826087,0,2505536,232.769974,101565,90965
5705,85125,88963,657,133,346,22,23,1,0.78458498,0.673913043,0,0.318181818,0.318181818,0,244424,483.0513834,35422,31332
5706,910857,572459,2270,414,1081,21,23,1,4.378881988,3.447204969,0,0.333333333,0.333333333,0,1833176,3795.395445,397212,219416
5709,437731,485456,1814,310,801,24,24,1,5.765625,5.019097222,0,0.541666667,0.541666667,0,3022453,5247.314236,160166,159379
5712,236466,214383,717,123,305,20,468,1,0.210683761,0.210683761,0,0.4,0.4,0,1214137,129.7154915,82774,62913
5715,292930,42390,259,556,248,11,2498,2,0.003238955,0.006696266,0.001528496,0,0,0,588,0.010699469,85538,6158
5718,48009,72161,496,36,244,22,24,1,0.418560606,0.420454545,0,0.409090909,0.409090909,0,164062,310.7234848,23872,30459
5719,45178,39485,145,29,77,18,76,1,0.159356725,0.159356725,0,0.222222222,0.222222222,0,109738,80.21783626,22250,17292
5721,259234,153331,453,141,224,19,23,1,3.649885584,2.631578947,0,0.263157895,0.263157895,0,899628,2058.645309,95353,49234
5723,31154,31780,304,21,123,19,13,1,0.307692308,0.275303644,0,0.157894737,0.157894737,0,24574,99.48987854,15872,14407
5724,75792,81724,365,65,213,21,23,1,0.848861284,0.724637681,0,0.333333333,0.333333333,0,194218,402.1076605,34647,30297
5725,115507,41285,189,35,115,17,113,1,0.078604893,0.078604893,0,0.117647059,0.117647059,0,35963,18.72097866,37943,14066
5728,372213,168313,430,140,227,18,23,1,1.826086957,1.316425121,0,0.277777778,0.277777778,0,164900,398.3091787,141787,60933
5736,241535,195431,717,122,324,21,468,1,0.153439153,0.198921449,0,0.333333333,0.333333333,0,807506,82.16381766,84965,57480
5738,74289,100243,621,40,307,23,51,1,0.326513214,0.326513214,0,0.434782609,0.434782609,0,381797,325.4876385,32948,38455
5739,170518,41533,88,112,53,16,22,51,0.011363636,0.011363636,0.147727273,0,0,0,513,0.028576203,49275,12036
5740,356908,153066,701,164,383,19,469,1,0.111771967,0.111771967,0,0.210526316,0.210526316,0,393268,44.13286949,140933,48750
5743,669008,243559,1085,2161,246,12,677,10,0.001600197,8.62E-04,0.001230921,0.133333333,0.1,0,89450883,1101.069461,147487,44401
5744,850620,223320,311,1278,172,14,90,42,0.001587302,7.94E-04,0.388095238,0,0,0,661,0.012490552,139225,36924
5746,332355,258151,765,166,370,20,468,1,0.210470085,0.210470085,0,0.4,0.4,0,938342,100.2502137,131869,84963
5756,51141,45432,225,29,119,16,74,1,0.178209459,0.178209459,0,0.25,0.25,0,72452,61.19256757,24005,18286
5757,279929,270182,955,204,351,20,23,1,5.739130435,4.741304348,0,0.45,0.45,0,2443914,5312.856522,102615,85371
5764,87266,53077,285,37,149,17,90,1,0.153594771,0.153594771,0,0.235294118,0.235294118,0,75456,49.31764706,30379,18956
5767,58615,63232,293,32,153,18,78,1,0.220797721,0.220797721,0,0.333333333,0.333333333,0,78892,56.19088319,26519,24797
5773,1105430,172744,781,5159,420,13,701,18,7.68E-04,3.29E-04,0.082300011,0.008547009,0,0,892227,5.439280881,319308,26081
5774,56861,74212,309,34,151,18,74,1,0.292792793,0.292792793,0,0.444444444,0.444444444,0,176892,132.8018018,25546,28772
5782,105354,35977,346,34,137,15,77,1,0.095238095,0.095238095,0,0.133333333,0.133333333,0,16318,14.12813853,36790,12795
5785,264683,280123,1017,229,462,22,464,1,0.239909875,0.239909875,0,0.454545455,0.454545455,0,1986923,194.6437108,95382,83948
5787,91394,132507,985,62,452,24,74,1,0.335022523,0.335022523,0,0.5,0.5,0,604381,340.3046171,39296,48899
5789,843719,179197,274,1238,175,14,88,41,0.001623377,8.12E-04,0.396915584,0,0,0,658,0.013026608,138440,30756
5792,181040,211583,614,72,318,21,158,1,0.280289331,0.286317058,0,0.476190476,0.476190476,0,764873,230.5223026,45232,51171
5794,58229,82828,726,61,341,21,25,1,0.396190476,0.396190476,0,0.380952381,0.380952381,0,142972,272.327619,25641,31788
5809,78831,94416,532,45,257,21,83,1,0.248995984,0.248995984,0,0.380952381,0.380952381,0,265720,152.4497992,35596,35896
5812,80563,81575,1083,45,567,20,85,1,0.201176471,0.201176471,0,0.3,0.3,0,176589,103.8758824,32031,28962
5813,393876,76963,154,587,107,14,177,18,0.004842615,0,0.10653753,0.007936508,0,0,144867,3.247847727,136636,19411
5817,290958,292177,1030,208,420,21,24,1,4.859126984,4.861111111,0,0.476190476,0.476190476,0,1814845,3600.882937,113767,98307
5818,93690,59058,284,35,139,16,150,1,0.147083333,0.147083333,0,0.25,0.25,0,49294,20.53916667,27934,18210
5820,95702,17249,63,60,38,19,155,6,0.00713073,0.001018676,0.051612903,0,0,0,299,0.016921336,27568,7417
5837,241675,138527,600,110,285,18,468,1,0.134021842,0.134021842,0,0.222222222,0.222222222,0,834086,99.01305793,89144,41804
5845,237314,258081,818,126,391,20,455,1,0.263186813,0.263186813,0,0.5,0.5,0,1507940,165.7076923,83178,76424
5847,610788,443814,623,934,157,14,310,11,0,0,0.928571429,0,0,0,4341,0.090930038,69731,49313
5848,237259,226187,820,121,369,19,464,1,0.222096189,0.222096189,0,0.421052632,0.421052632,0,963452,109.2844828,85185,67567
5852,53516,73745,457,34,256,19,72,1,0.281432749,0.281432749,0,0.421052632,0.421052632,0,197570,144.4225146,24670,28850
5853,141922,118706,91,53,65,14,17,3,0.18487395,0.180672269,0.004201681,0,0,0,256,0.358543417,29576,23701
5875,227523,161024,664,111,341,19,455,1,0.167032967,0.167032967,0,0.315789474,0.315789474,0,796645,92.15095431,79930,47641
5880,795560,302714,557,1479,178,14,153,32,9.34E-04,0.002334267,0.443977591,0,0,0,1195,0.017434057,180894,63945
5883,255536,269053,797,136,335,20,460,1,0.262826087,0.262826087,0,0.5,0.5,0,2023050,219.8967391,95045,83571
5894,7563030,3313176,47992,30897,19803,18,5797,1,0.111896958,0.16722251,0,0.277777778,0.277777778,0,5712546,54.74619056,900216,325014
5903,84869,55838,474,102,248,18,24,1,0.648148148,0.4375,0,0.166666667,0.166666667,0,81573,188.8263889,38328,20458
5907,69311,73309,700,101,365,22,24,1,0.363636364,0.363636364,0,0.272727273,0.272727273,0,135682,256.9734848,27549,25488
5923,76704,20508,37,37,24,15,29,17,0.022988506,0.020689655,0.048275862,0.003921569,0,0,1801,0.243542934,19461,7360
5927,240121,134143,498,169,261,18,24,1,3.305555556,2.300925926,0,0.277777778,0.277777778,0,451038,1044.069444,89194,43585
5928,44392,66424,406,60,215,21,23,1,0.302277433,0.316770186,0,0.333333333,0.333333333,0,93443,193.4637681,21793,25007
5932,243995,197157,824,198,393,20,24,1,4.114583333,3.179166667,0,0.35,0.35,0,781470,1628.0625,88082,61270
5933,3853,5616,12,9,7,16,4,4,0,0,0.875,0,0,0,148,0.578125,4346,5025
5935,353513,340653,1139,231,498,21,24,1,4.998015873,4.998015873,0,0.476190476,0.476190476,0,1685207,3343.664683,140013,118306
5940,241424,226927,685,125,291,19,477,1,0.221449851,0.221449851,0,0.421052632,0.421052632,0,1135499,125.2895289,90649,69845
5945,1202505,938682,5171,1467,2202,19,1787,1,0.213442111,0.213442111,0,0.421052632,0.421052632,0,3627063,106.8259948,247894,164095
5951,414664,279977,965,277,490,18,23,1,4.789855072,3.693236715,0,0.388888889,0.388888889,0,317758,767.531401,171224,103037
5953,3565251,536262,5916,84298,2356,14,1673,47,2.99E-04,0.00209205,0.020408163,0,0,0,3717,0.003376531,618767,55269
5958,240863,191285,691,142,314,19,23,1,4.546910755,3.508009153,0,0.368421053,0.368421053,0,880487,2014.844394,90426,61176
5961,119810,36562,52,83,34,13,60,18,0.015384615,0,0.188461538,0.008547009,0,0,35344,2.517378917,46079,12362
5962,904513,499628,2594,804,988,19,23,1,9.576659039,9.574370709,0,0.315789474,0.315789474,0,1466785,3356.487414,244224,122978
5964,301445,374846,1129,250,511,23,24,1,5.833333333,5.833333333,0,0.52173913,0.52173913,0,14357173,26009.37138,114579,121499
5969,97233,96579,641,131,393,20,23,1,0.432608696,0.419565217,0,0.35,0.35,0,116231,252.676087,37764,34267
5970,206012,150403,540,85,301,17,205,1,0.19856528,0.19856528,0,0.352941176,0.352941176,0,256347,73.55724534,65140,43365
5974,6931083,1332491,14399,122705,3796,13,1034,36,0.007885731,0.007513763,0.084957596,0,0,0,8831,0.018249186,468218,68326
5987,269777,304312,924,163,388,18,23,1,6.780193237,5.739130435,0,0.5,0.5,0,1407208,3399.05314,74366,72468
5990,299656,143144,1104,191,595,21,24,1,2.212301587,1.329365079,0,0.142857143,0.142857143,0,753080,1494.206349,109683,45348
5995,75390,101979,575,70,303,20,23,1,1.02173913,0.910869565,0,0.45,0.45,0,323859,704.0413043,32037,35595
6003,201240,179479,707,166,331,18,24,1,4.402777778,3.402777778,0,0.388888889,0.388888889,0,633038,1465.365741,67206,51834
6006,292282,271411,716,148,323,18,456,1,0.234039961,0.234039961,0,0.444444444,0.444444444,0,652898,79.54410331,101522,80065
6009,715109,396549,1818,620,786,18,1349,1,0.114529281,0.16909645,0,0.277777778,0.277777778,0,1355007,55.80294045,154090,71917
6013,268721,205410,766,153,363,20,23,1,4.217391304,3.252173913,0,0.35,0.35,0,487452,1059.678261,82889,56890
6014,116746,67798,173,33,92,16,59,1,0.183262712,0.183262712,0,0.25,0.25,0,40586,42.99364407,46448,25091
6015,71748,49859,408,93,247,18,24,1,0.435185185,0.319444444,0,0.166666667,0.166666667,0,35833,82.94675926,29410,17824
6019,24786,4972,21,21,13,13,49,10,0.032967033,0,0.020408163,0,0,0,223,0.035007849,6103,3728
6022,230309,140486,601,115,335,17,460,1,0.142327366,0.142327366,0,0.235294118,0.235294118,0,771759,98.69040921,86282,43088
6023,388117,280412,1207,233,558,18,744,1,0.168309438,0.222072879,0,0.277777778,0.277777778,0,1005605,75.08997909,89828,56341
6025,237284,221527,692,128,302,18,456,1,0.233796296,0.233796296,0,0.444444444,0.444444444,0,552304,67.28849903,86378,67208
6026,27421,6273,18,17,15,13,51,6,0.018099548,0,0,0,0,0,72,0.018099548,14673,4617
6029,69101,70513,754,41,396,18,85,1,0.218300654,0.218300654,0,0.333333333,0.333333333,0,139786,91.36339869,27734,25754
6031,1686704,526284,3008,8207,557,14,10,13,8.785714286,0,7.828571429,0,0,0,18222,10.01208791,185837,62338
6042,197692,126652,1466,134,754,18,24,1,1.657407407,1.208333333,0,0.277777778,0.277777778,0,117400,271.7592593,41992,30104
6045,251049,214849,690,145,364,19,23,1,4.830663616,3.798627002,0,0.368421053,0.368421053,0,1735182,3970.668192,96029,69911
6047,168439,184455,1262,134,684,20,24,1,3.670833333,3.035416667,0,0.45,0.45,0,863128,1798.183333,37466,40538
6051,87823,29359,44,56,29,13,37,18,0.089397089,0,0.151767152,0.008547009,0,0,35184,4.063756064,33584,10850
6054,269975,326999,1215,204,479,20,24,1,6.552083333,5.597916667,0,0.55,0.55,0,3015088,6281.433333,98616,102304
6058,307614,178725,578,141,291,16,471,1,0.150345011,0.150345011,0,0.25,0.25,0,619178,82.16268577,119977,57486
6059,129316,43247,77,112,35,12,34,18,0.225490196,0,0.159313725,0.009259259,0,0,60597,8.25122549,45508,15504
6060,3610416,505106,4030,82355,2381,13,1688,47,3.19E-04,0.002187386,0.010390084,0,0,0,2811,0.002725506,603719,45307
6064,61284,81894,849,35,420,21,35,1,0.334693878,0.334693878,0,0.380952381,0.380952381,0,151469,206.0802721,25230,29658
6066,143731,31232,57,105,38,13,75,18,0.001025641,0,0.102564103,0.008547009,0,0,32159,1.832421652,54939,10073
6070,94651,100314,797,117,410,22,23,1,0.798418972,0.687747036,0,0.318181818,0.318181818,0,292275,577.6185771,38456,34442
6071,229689,283048,840,189,346,19,24,1,6.313596491,5.355263158,0,0.578947368,0.578947368,0,1414768,3102.561404,85753,89966
6073,284260,226948,749,139,379,19,472,1,0.169380018,0.219335415,0,0.368421053,0.368421053,0,953852,106.3617306,105804,69965
6076,334286,53362,106,347,74,13,85,29,0.005429864,0.009049774,0.084162896,0,0,0,524,0.016352005,40861,8547
6079,36297,49327,282,89,190,17,24,1,0.31127451,0.31127451,0,0.294117647,0.294117647,0,43475,106.5563725,18033,18564
6088,255907,200729,687,145,326,18,471,1,0.176456711,0.176456711,0,0.333333333,0.333333333,0,412495,48.65475348,93732,60247
6091,126510,13242,138,113,50,14,425,5,0.003697479,0.002352941,0.001008403,0,0,0,186,0.006252101,21381,3878
6092,248955,217443,876,125,395,20,457,1,0.161597374,0.209299781,0,0.35,0.35,0,780465,85.39004376,94788,67547
6095,232068,126270,612,108,263,18,468,1,0.118352327,0.118352327,0,0.222222222,0.222222222,0,357918,42.48789174,85791,38131
6099,486262,79556,231,864,126,13,206,18,7.47E-04,3.73E-04,0.030246453,0.008547009,0,0,54367,1.12785246,168866,17259
6103,213109,135099,481,119,272,16,23,1,3.891304348,2.703804348,0,0.3125,0.3125,0,174738,474.8315217,78545,43161
6105,1573604,234586,1398,8142,833,13,1441,9,0.002028506,5.34E-05,0.001014253,0.008547009,0.008547009,0,1643220,9.746436769,474126,36261
6113,867173,1019721,2719,558,1222,22,470,1,0.286847195,0.286847195,0,0.545454545,0.545454545,0,2526059,244.2997099,317292,336361
6115,77755,107862,394,42,203,19,80,1,0.340131579,0.340131579,0,0.526315789,0.526315789,0,332178,218.5381579,31553,38859
6117,1213425,607747,4201,1007,2299,20,1160,1,0.10387931,0.152844828,0,0.25,0.25,0,1237665,53.34762931,447303,179415
6122,56330,89814,582,45,272,21,24,1,0.527777778,0.527777778,0,0.523809524,0.523809524,0,244552,485.2222222,26156,35783
6125,218231,70804,430,106,199,15,460,1,0.071884058,0.071884058,0,0.133333333,0.133333333,0,14014,2.031014493,80174,20751
6134,1389690,1970127,3737,2416,2098,13,30,4,0.648717949,0.648717949,0,0,0,0,2024,1.297435897,445537,585100
6140,85332,100932,510,47,254,18,96,1,0.278935185,0.278935185,0,0.444444444,0.444444444,0,269582,156.0081019,31978,33962
6143,50009,75012,789,38,299,19,25,1,0.471578947,0.473684211,0,0.473684211,0.473684211,0,128941,271.4547368,22266,29437
6144,54596,22474,36,32,19,12,15,18,0.15,0.005555556,0.266666667,0.009259259,0,0,15897,4.906481481,20520,8850
6145,873468,154730,711,3339,264,12,459,18,0.00308642,1.82E-04,0.023238925,0.009259259,0,0,309079,3.117475591,280912,32009
6146,89684,38440,52,67,45,13,16,51,0.115384615,0.086538462,0.110576923,0,0,0,1596,0.150452489,28141,12074
6151,324271,67550,214,609,130,12,171,18,0.003411306,4.87E-04,0.101851852,0.009259259,0,0,120671,3.267029456,117472,17002
6154,84827,98544,743,61,298,18,63,1,0.308641975,0.308641975,0,0.444444444,0.444444444,0,170389,150.2548501,29514,32552
6157,304955,161338,823,198,500,16,469,1,0.132729211,0.132729211,0,0.25,0.25,0,147500,19.65618337,122489,51466
6161,68410,68587,908,144,460,17,24,1,0.767156863,0.617647059,0,0.294117647,0.294117647,0,118466,290.3578431,27361,23334
6162,620725,676770,3966,1091,1777,18,1668,1,0.274280576,0.274280576,0,0.444444444,0.444444444,0,6813129,226.9227618,53575,54362
6166,163771,168226,1623,170,872,20,23,1,1.104347826,0.97826087,0,0.45,0.45,0,323762,703.8304348,64634,60287
6169,129898,172461,1350,147,693,19,23,1,2.963386728,2.565217391,0,0.578947368,0.578947368,0,878902,2011.217391,40255,48488
6171,7192829,1368515,88444,618560,72744,11,15503,6,0.039487958,0.01457196,0.025467212,0,0,0,67399,0.065870926,618415,75067
6172,807536,537225,5228,1447,2030,17,1372,1,0.179771909,0.179771909,0,0.352941176,0.352941176,0,1930379,82.76363403,207738,113170
6173,945566,165769,1361,6265,595,13,461,18,3.34E-04,1.67E-04,0.067578842,0.008547009,0,0,274865,2.548018985,311285,33790
6176,273718,257427,1325,262,766,17,471,1,0.247158736,0.247158736,0,0.470588235,0.470588235,0,1069000,133.5081803,107396,83173
6177,211383,265274,1547,231,664,18,460,1,0.308091787,0.308091787,0,0.555555556,0.555555556,0,5679096,685.8811594,81605,84045
6178,39704,146306,889,169,47,12,16,8,0.083333333,0.083333333,0.75,6.1875,6.1875,0,14896138,9698.00651,15910,19739
6187,82010,76438,592,171,370,17,24,1,0.789215686,0.789215686,0,0.352941176,0.352941176,0,149378,366.122549,31936,26562
6201,64237,58030,1267,103,535,18,23,1,0.487922705,0.359903382,0,0.166666667,0.166666667,0,36686,88.61352657,27624,19864
6202,69579,8089,63,95,63,12,116,10,0.014367816,0,0,0,0,0,200,0.014367816,12690,3190
6203,254619,267644,1719,275,843,18,471,1,0.236140599,0.288983251,0,0.5,0.5,0,1040534,122.7334277,93424,81205
6205,93163,127626,1302,99,579,20,115,1,0.304347826,0.304347826,0,0.5,0.5,0,608264,264.4626087,41714,47275
6206,85370,111735,1488,190,728,22,24,1,0.558712121,0.558712121,0,0.454545455,0.454545455,0,282332,534.719697,37498,41961
6208,203476,70620,773,161,329,13,459,1,0.082118317,0.082118317,0,0.153846154,0.153846154,0,79326,13.29411765,86147,21693
6210,629354,74705,249,756,255,12,180,11,0.024537037,0,0.00462963,0,0,0,488,0.020538721,148795,10566
6212,182549,92260,1341,185,515,15,456,1,0.092105263,0.092105263,0,0.133333333,0.133333333,0,286951,41.95190058,63181,25786
6214,545899,188147,456,1584,286,11,133,32,0,0.002734108,0.611756664,0,0,0,1023,0.021851504,129334,41990
6216,78783,126508,1382,78,711,21,79,1,0.379746835,0.379746835,0,0.571428571,0.571428571,0,858150,517.2694394,34475,46669
6218,241404,167154,1476,258,577,16,23,1,4.236413043,3.057065217,0,0.3125,0.3125,0,2401492,6525.793478,87960,53652
6222,120187,117631,1085,207,548,17,24,1,2.149509804,1.718137255,0,0.411764706,0.411764706,0,200824,492.2156863,37699,34579
6223,92739,121857,1506,184,1061,21,23,1,1.089026915,1.089026915,0,0.476190476,0.476190476,0,431678,893.7432712,37418,41686
6226,161220,50396,138,252,98,12,82,18,0.046747967,0,0.108739837,0.009259259,0,0,72761,4.108005872,49803,14941
6228,148724,36874,118,232,95,12,74,18,0.02027027,0.001126126,0.046171171,0.009259259,0,0,26516,1.658908909,55942,12327
6229,220517,38839,148,345,132,15,80,18,0.0025,0,0.099166667,0.007407407,0,0,34917,1.616527778,77459,11267
6237,298834,341993,1699,326,728,20,23,1,6.254347826,5.304347826,0,0.55,0.55,0,1669221,3628.741304,120187,119097
6240,296577,301189,1898,294,745,19,476,1,0.224126493,0.274104379,0,0.473684211,0.473684211,0,1578571,174.5434542,121322,101386
6245,417103,406414,2922,514,1371,22,24,1,4.808712121,3.984848485,0,0.409090909,0.409090909,0,3039098,5755.867424,127477,114697
6255,95291,69474,1043,83,483,17,199,1,0.135087201,0.135087201,0,0.235294118,0.235294118,0,162802,48.12355897,27029,19890
6256,196508,24454,144,214,130,12,126,5,0.101190476,0,0,0,0,0,765,0.101190476,20212,5539
6257,261281,250011,1479,215,1273,18,471,1,0.233899505,0.233899505,0,0.444444444,0.444444444,0,966835,114.0404577,104840,81607
6259,62817,18875,60,66,55,12,31,18,0.008064516,0,0.172043011,0.009259259,0,0,12001,1.792264038,24410,7654
6261,155433,36232,123,213,106,14,70,18,0.02244898,0,0.106122449,0.007936508,0,0,47108,2.670521542,59492,12619
6263,2907425,248345,6286,13348,7076,12,4681,1,8.19E-04,0,0,0,0,0,46,8.19E-04,583758,4710
6267,179834,206366,1848,251,816,22,23,1,1.341897233,1.203557312,0,0.5,0.5,0,639268,1263.375494,75353,77449
6271,201450,142811,636,159,286,18,24,1,3.449074074,2.449074074,0,0.277777778,0.277777778,0,688009,1592.613426,67082,41536
6272,46257,59963,318,28,166,16,76,1,0.257401316,0.257401316,0,0.375,0.375,0,157910,129.8601974,21643,23534
6273,705771,708261,2952,1979,2271,12,9,4,0,0,0.916666667,0,0,0,108,0.25,197047,181421
6274,58956,101556,617,43,288,19,34,1,0.53250774,0.53250774,0,0.631578947,0.631578947,0,286145,442.9489164,24598,37348
6275,138087,129533,331,81,182,16,23,1,2.369565217,1.888586957,0,0.4375,0.4375,0,249356,677.5978261,55760,45118
6282,2758707,2088252,9479,4476,2591,17,2005,1,0.238081267,0.238081267,0,0.470588235,0.470588235,0,3341226,98.02628722,868428,564631
6283,206291,140310,623,172,311,16,24,1,3.796875,2.640625,0,0.3125,0.3125,0,328143,854.5390625,75844,44269
6290,39159,38693,215,87,146,15,24,1,0.244444444,0.236111111,0,0.2,0.2,0,16965,47.125,15719,13651
6294,63886,100237,697,43,335,18,77,1,0.361471861,0.361471861,0,0.555555556,0.555555556,0,354514,255.7821068,28570,37551
6297,2342948,693458,14103,8707,6892,13,5340,1,0.077369634,0.077369634,0,0.153846154,0.153846154,0,389418,5.609593777,305805,61936
6298,89380,106769,619,45,356,19,84,1,0.275689223,0.275689223,0,0.421052632,0.421052632,0,218618,136.9786967,35967,37604
6299,177144,109315,517,104,245,14,446,1,0.151024984,0.151024984,0,0.285714286,0.285714286,0,253168,40.54580397,26548,18751
6300,77762,99976,461,47,235,17,115,1,0.285421995,0.285421995,0,0.470588235,0.470588235,0,303455,155.2199488,35140,37066
6301,58185,67198,713,33,364,18,77,1,0.231601732,0.231601732,0,0.333333333,0.333333333,0,179959,129.8405483,26809,25856
6305,265824,228505,993,146,456,20,471,1,0.161358811,0.20881104,0,0.35,0.35,0,727021,77.17845011,98030,68868
6308,684759,472087,1018,423,450,17,24,1,5.75,4.416666667,0,0.411764706,0.411764706,0,790301,1937.012255,203740,134543
6309,279054,209607,868,203,363,16,23,1,6.793478261,5.154891304,0,0.3125,0.3125,0,669562,1819.461957,41800,32243
6316,120379,129091,791,63,364,18,77,1,0.294372294,0.294372294,0,0.444444444,0.444444444,0,202699,146.2474747,42182,41965
6321,89310,145212,937,152,511,21,24,1,1.373015873,1.263888889,0,0.619047619,0.619047619,0,585814,1162.329365,36501,50163
6326,249992,228638,1031,204,467,20,24,1,4.4125,3.475,0,0.35,0.35,0,1873674,3903.4875,95419,73977
6329,1326317,117888,1028,3907,1019,12,1415,4,0.006537102,1.18E-04,5.89E-05,0,0,0,453,0.006669611,169789,5457
6335,52756,53804,252,31,92,16,79,1,0.186708861,0.230221519,0,0.3125,0.3125,0,77046,60.95411392,24153,21328
6337,77625,117789,647,57,311,17,115,1,0.359079284,0.359079284,0,0.588235294,0.588235294,0,408806,209.1079284,35092,43928
6343,1883468,239095,1171,14584,884,12,816,22,0.001327614,0.013684641,0.005923203,0,0,0,3015,0.013995655,176581,13602
6345,2447444,1249779,22875,10003,9208,14,5751,1,0.143515413,0.143515413,0,0.285714286,0.285714286,0,1357854,16.86481854,247195,100516
6347,917410,663820,2519,4099,348,12,481,20,0.004677755,5.20E-04,0.392238392,0,0,0,21931,0.189977477,124751,100729
6348,354529,63594,144,542,106,14,146,18,9.78E-04,0,0.101761252,0.007936508,0,0,84359,2.292862579,113970,14734
6353,299988,256113,986,220,498,19,24,1,4.219298246,4.219298246,0,0.421052632,0.421052632,0,1270689,2786.598684,103682,79271
6356,258765,62035,113,277,72,15,106,18,0.002515723,0,0.108805031,0.007407407,0,0,71759,2.507302586,87443,19064
6358,147584,148039,672,66,255,17,197,1,0.264556584,0.264556584,0,0.470588235,0.470588235,0,511870,152.8426396,52060,46897
6360,23573,5322,15,15,15,11,54,6,0.015151515,0,0,0,0,0,54,0.015151515,12397,3685
6362,143128,35929,65,127,40,12,76,18,0.028508772,0.001096491,0.115131579,0.009259259,0,0,49213,2.997867934,50208,11100
6365,127507,75726,233,40,128,14,93,1,0.182795699,0.182795699,0,0.285714286,0.285714286,0,61552,47.2749616,53664,27605
6367,632294,728648,3944,819,1491,19,23,1,21.17620137,17.55148741,0,0.473684211,0.473684211,0,7360564,16843.39588,61911,66595
6370,189888,140465,502,125,247,15,23,1,4.153623188,2.886956522,0,0.333333333,0.333333333,0,219066,634.973913,70383,44473
6372,229530,268110,1021,197,470,21,24,1,5.132936508,4.25,0,0.428571429,0.428571429,0,3033217,6018.287698,84577,82885
6374,2809836,1969974,18169,24110,2112,12,2382,7,1.75E-04,0.003183599,0.226175483,0.047619048,0.035714286,0,232289894,1160.938657,324791,238555
6377,186679,143167,625,100,305,17,456,1,0.128482972,0.184210526,0,0.294117647,0.294117647,0,353887,45.65105779,62417,39824
6378,125332,47753,76,153,60,11,67,18,0.024423338,0.001356852,0.143826323,0.01010101,0,0,44463,3.351650837,47588,16007
6381,528591,346217,1373,411,617,16,24,1,4.166666667,3.010416667,0,0.3125,0.3125,0,1016839,2648.018229,198377,112272
6382,214071,44044,283,125,272,14,23,1,1.571428571,0.121118012,0,0.071428571,0.071428571,0,12073,37.49378882,82479,14864
6391,1722056,348944,3220,29280,2282,12,2808,13,0.024038462,0.024038462,0.005134141,0,0,0,21384,0.048816568,143496,26194
6393,151739,127945,465,93,254,15,201,1,0.224543947,0.224543947,0,0.4,0.4,0,167150,55.43946932,48899,37977
6400,302448,45946,653,226,350,13,23,1,1.578595318,0.113712375,0,0.076923077,0.076923077,0,3984,13.32441472,123028,16613
6402,53608,71462,843,131,476,17,24,1,0.526960784,0.50245098,0,0.411764706,0.411764706,0,89652,219.7352941,22410,24938
6403,14624,9538,20,17,13,11,18,7,0,0,0.232323232,0.12987013,0,0,142496,102.8109668,8480,6025
6406,113216,129921,1106,161,512,16,23,1,3.08423913,2.551630435,0,0.4375,0.4375,0,378834,1029.440217,29933,31196
6407,218733,97552,778,219,388,16,24,1,2.4609375,1.338541667,0,0.1875,0.1875,0,185262,482.453125,84384,32014
6408,407882,253550,531,169,246,16,23,1,2.657608696,2.654891304,0,0.375,0.375,0,251736,684.0652174,167031,96619
6409,1710952,367164,3496,27841,1737,12,2808,13,0.028846154,0.028846154,0.003739316,0,0,0,25564,0.058358901,121045,22211
6410,4829123,899950,19067,125515,5786,12,3441,14,0,2.42E-05,0.083284898,0,0,0,7459,0.01290288,1849227,160523
6416,56649,65591,785,117,366,18,24,1,0.321759259,0.319444444,0,0.277777778,0.277777778,0,60733,140.5856481,24234,22669
6417,8806,1680,12,10,12,11,33,4,0.027548209,0,0,0,0,0,40,0.027548209,5293,2487
6423,73804,100767,620,55,305,16,125,1,0.298,0.298,0,0.5,0.5,0,279896,139.948,31584,35832
6427,62668,54007,475,44,247,16,80,1,0.16953125,0.16953125,0,0.25,0.25,0,58144,45.425,25705,19630
6428,217498,195387,1130,184,494,18,23,1,4.637681159,3.582125604,0,0.388888889,0.388888889,0,795288,1920.985507,80505,61774
6429,100962,128924,815,66,437,17,202,1,0.264997088,0.264997088,0,0.470588235,0.470588235,0,373942,108.8940012,29337,34272
